,Level,Type_of_Job,Description
25,Entry level,Full-time,"We are looking for a Data Engineer (Data Science) to work on upstream R&D projects closely with a data science team, performing functional prototyping and facilitating the transfer of successful prototypes to production. The primary focus will be on choosing optimal solutions to use for these purposes, then maintaining, implementing, and monitoring them. You will also be responsible for integrating them with the architecture used across the company. You will be joining a growing data science team and will have the unique opportunity to help shape the future.ResponsibilitiesAssemble large, complex data sets that meet functional / non-functional business requirements and develop associated data layer that can easily be consumed by data science applications.Partner with the data science team to prepare structured and unstructured data that they can use for predictive and prescriptive modeling Work with data warehouse architecture team to integrate our warehouse (SQL Server) with big data technologies (e.g. Hadoop)Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure in collaboration with stakeholdersInnovative thinker able to provide an idea and execute it from inception to launchMaintain knowledge of emerging data science technologies Work in a rapid prototyping area where the ability to pivot is a must Required QualificationsQualifications:Minimum of 2 years of experience with big data platforms – HDFS, Hive, LLAP/Impala, and NoSQL technologies (Elasticsearch, MongoDB, HBase, Redis, Etc.)Familiarity building stream-processing systems, using technologies such as Kafka, Storm and Spark-StreamingMinimum of 2 years of experience with analytic programming languages – Python, R, JavaProficiency with relational databases (T-SQL a plus)Proficiency with Linux BASH scriptingFamiliarity with API creation and RESTful servicesPreferred QualificationsProficient with GitHub/Git, or comparable distributed version control systemDocker or container orchestration experience (Kubernetes, Mesos)Experience working with statistics and/or modeling libraries such as Numpy or PandasInterest in learning new technologies and languagesAbility to be resourceful and creative in a fast-paced daily release environmentEducationUndergraduate degree in computer science/software engineering, or equivalent work experience.High School Diploma or GED requiredBenefitsWe are proud to offer a top-tier benefits package, including medical, dental, vision, life and disability insurance, prescription drug coverage, paid parental leave, paid holidays and paid time off (PTO), 401K with company match, employee stock purchase plan, as well as a broad range of career development opportunities.About C.H. RobinsonBecome a part of our team of over 500 talented IT Professionals. Work in collaborative, Agile development environment. Find continuing challenges and work with committed leaders. Stay with us – we’re large enough to build global solutions, but small enough to make real impacts as individuals.C.H. Robinson—accelerating careers with immense opportunities and professional growth within the global supply chain industry. Start here. Accelerate here.Every individual working at C.H. Robinson is integral to the success of our customers and our company. C.H. Robinson is a Fortune 500, global company that values teamwork, initiative, accountability, and integrity from its employees. We work globally and innovate daily to enhance and execute supply chains that move goods around the world. The fast pace of the logistics industry translates into a high-energy and collaborative workplace environment. We are empowered to make decisions, help our customers grow, and accelerate our careers.No matter the product being shipped or from which corner of the globe, C.H. Robinson can help make it happen—quickly, securely, and reliably. Through personal connections and solid relationships, our employees use their in-depth knowledge, robust tools, and global network to help customers reach their goals quickly. Whether shipping by plane, rail, ship, or truck, C.H. Robinson has the knowledge, flexibility, and dedication to deliver the goods that make our world go ‘round.Join the 12,000 employees worldwide who are accelerating their careers at C.H. Robinson.Equal Opportunity EmployerC.H. Robinson - Affirmative Action Employer/EOE/M/F/Disabled/Veteran"
26,Director,Full-time,"DescriptionWordstream is looking for a Director of Data Science who will help lead an agile team to help Wordstream discover the information hidden in vast amounts of data, to make smarter recommendations. As a Director of Data Science, reporting into the SVP of Engineering, your primary focus will be in leading and building a team while also contributing to the teams goal of applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with WordStream Advisor (our industry leading product). You will own the creation of KPIs and KPMs, define standards on measurement, reporting, and reviewing the metrics to enable WordStream to provide product intelligence. This is a front facing role in the organization, which involves regular communication with company leaders on project status and risks.WordStream is an industry leading software-as-a-service (SaaS) product company voted #1 in customer satisfaction in the search advertising sector. Our purpose is to help SMB’s succeed and grow by helping SMB’s across our country and the world get the most out of their digital marketing dollars. Connected to some of the largest companies in the world, Wordstream is partnered with Google, Bing and Facebook to help our customers market their businesses. WordStream also strives to make a difference in the lives of the people in our community. We are committed to corporate social responsibility and believe that it is our duty to give back through volunteering and charitable donations. If you are driven by taking action, winning together and believe transparency is the only way to be, we want to hear from you!A Little About The Job... Grow and lead a team of Data Scientists Identify, analyze, and interpret trends or patterns in complex data sets Own the analysis, modelling, system design, and development of data science solutions for products Own the data science elements of WordStream products to help with data based decision making, product performance optimization, and product performance tracking Initiate the design, development, and implementation of scientific analysis projects or deliverables Partner with WordStream’s product managers to help drive and evolutionize design of WordStream’s product  Help promote broader analytics initiatives across the organization RequirementsA little about you... 8+ years of practical experience with a BS or MS or PhD in Mathematics, Economics, Computer Science, Information Management or Statistics Must have at least 5+ years of experience in each of the following skills: Writing complex SQL queries Working with large datasets Using a scripting language like Python for data analysis Experience using BI and visualization tools   Excellent understanding of machine learning techniques and algorithms, such as Logistic Regression, Linear Regression, k-NN, Naive Bayes, SVM, Random Forest, etc. Experience with TensorFlow a plus Proven ability to perform statistical analysis and experience with tools such as SAS, R, or equivalent Experience with cloud computing services like AWS Ability to collaborate effectively and work as part of a team Cross-team coordination, project management, and executive presentation skills are essential BenefitsA little about our many benefits... Health Care Plan (Medical, Dental & Vision) Health Savings Account (HSA) & Flexible Spending Accounts (FSA) 401k Retirement Savings Plan & Company Match Life Insurance (Basic, Voluntary & AD&D) Unlimited PTO (Trust and accountability-based) Parental Leave (PPL), Family Medical Leave (FML), and Adoption Assistance Short Term & Long Term Disability (STD, LTD) Pet Insurance, Accident Insurance,and Critical Illness Insurance Donation Matching and Volunteer Matching Tuition Assistance Program Employee Assistance Program (EAP) Employee Discounts: Auto Insurance, Student Loan Consolidation Options, Cell Phone Carriers, Vacations, and Restaurants Legal and Identity Theft Protection Plans Wellbeing & Wellness (Gym membership discounts, online wellness program membership) Monthly company breakfasts Standing desks, cold brew on tap, company-sponsored community events, and an A+ office setup A Little About WordStream And Our Market Space...Located in the heart of Boston’s Back Bay, our open workspace lends itself to cross-departmental collaboration (and a fair bit of fun, too). The high-energy, innovative environment has helped us develop a suite of cloud-based tools--which enable ad management and optimization across Google search, shopping, and display; Facebook; Instagram; and Bing--capable of meeting the changing needs of our customers.Boston Business Journal, MITX, Inc. Magazine, and countless other organizations--both regional and national--have recognized WordStream as one of the country’s fastest growing companies and an exceptional place to work: And we’re just getting started.Interested in contributing to industry-shaping innovation, enjoying a positive workspace, earning competitive pay, and advancing your career? Become part of the WordStream team today!WordStream is committed to a diverse and inclusive workplace. We will consider all qualified candidates regardless of race, color, national origin, sex, age, marital status, personal appearance, sexual orientation, gender identity, family responsibilities, disability, education, political affiliation or veteran status."
27,Mid-Senior level,Full-time,"Entytle’s cloud-based software creates highly qualified opportunities for the aftermarket business, driving top-line growth, improved sales cycle time and predictable revenue. With Entytle, aftermarket sales teams have actionable and timely insights into customers’ needs and can close more sales in less time.How? Our Aftermarket Engagement Platform aggregates and enriches customer data, analyzes customer history and behavior using sophisticated machine learning and statistical analysis, and surfaces actionable customer insights to drive aftermarket revenue growth.Entytle is a 2016 Red Herring - North America Top 100 Company. The company has funding from Accel Partners, is based in Austin, TX and is hiring awesome, entrepreneurial employees to join the rapidly growing team.MissionLead the data science team in delivering innovative but pragmatic solutions to help our customers drive aftermarket salesOutcomesWork collaboratively with Entytle stakeholders to identify key questions that need to be addressed and then leverage the data science team to deliver required capabilitiesDesign, architect and deliver a well-structured data science platform for research and execution of data and analytics projectsCreate and maintain an efficient and effective Data Science TeamPosition DescriptionThe position reports to the VP of Analytics. You will lead the vision, design and development of Entytle’s data science solutions. You will work with other data scientists, engineers and product managers leading the development of innovative data science models (e.g. AI, ML) in support of our installed base sales automation application. Your communication skills will allow you to work closely with our manufacturing-based customers. You will use your agile experience to work with our geographically dispersed teams.ResponsibilitiesMeet with external customers and experts to understand business challenges and propose new modeling and algorithmic solutions that leverage the latest in statistical and machine learning techniques.Study data sources and find insights/correlation to investigate how data science can be used to solve existing and new business challenges.Apply statistical analysis and modeling techniques on small and large datasets to solve specific business problems in the installed base sales automation domain.Provide strategic leadership in selection of platform, tools, techniques and processes in the practice of Data Science discipline.Work collaboratively with your data science team, engineers, developers and product management to translate business requirements into technical requirements that can be addressed with statistical and machine learning techniques.Provide mentorship to other Data Scientists on your team.Own and drive contemporary best practices in applying and deploying data science at scale.CompetenciesStrong sense of and an ability to cultivate an environment of teamwork, and a willingness to help others.Ability to effectively communicate technical concepts to both technical and non-technical staff members and customers.Proficiency in data analysis and programming languages such as SQL, Python, and R.4-8 years hands-on experience in machine learning, statistics or experiment design.Master’s Degree required (PhD would be a plus) in Statistics, Mathematics, Econometrics, Operations Research, Computer Science, Physics or a related field with focus on data analysis.Expertise in machine learning, statistics, data analysis. Must have an excellent knowledge of advanced methods, and experience in applying those methods to a variety of problems.Solid grasp of probability, statistical or mathematical modeling with analytical and quantitative problem-solving ability. Experience with time-series analysis would be a plus.Demonstrated experience in applying machine learning to real-world problemsMust have delivered data science components as part of a commercial solution at scale.Familiarity with software development cycles, source control systems (including Git), databases, and cloud computing platforms such as AWS.Knowledge of large equipment manufacturing, installed base sales, recurring revenue, and equipment service would be a plus."
28,Director,Full-time,"Theatro continues to grow and is looking for qualified candidates to join our Team.We are seeking an energetic and experienced Director of Data Science who can lead our Data engineers and scientists to build our Data analytics platform.Theatro is a fast paced, technology start-up pioneering voice-controlled enterprise wearable computers that revolutionize indoor communications and dramatically increases hourly worker productivity. Our “Heads-Up and Hands Free” solution delivered over corporate Wi-Fi is transforming the way leading retail enterprises manage their store operations.Check us out at www.theatro.com.Responsibilities:Lead Theatro’s data analytics vision and data productsBuild scalable Data Lake and Data WarehouseEnsure access to high quality data and consistent metricsAbility to design analytics and data governance frameworks. Familiarity with Apache Kafka, Spark, Hadoop, Python and other data analytics software toolsWork with stakeholders and customers to identify opportunities for leveraging data to drive business solutionsLead the team to undertake preprocessing of structured and unstructured dataDesign and Build data visualization techniquesLead and drive the technology vision and architecture roadmap for the Data AnalyticsUnderstand broadly the various kind of analytics and taking a concept and building it into a productQualifications:BS,M.S or Ph.D. degree in Computer Science, Machine Learning or other quantitative discipline5+ years’ experience building data products including structure and un-structured data5+ years’ experience managing data scientistsStrong analytical problem-solving acumenExperience working on Big Data Analytics ArchitectureStrong experience in data science and analytics"
29,Entry level,Part-time,"About UsJust as the field of Data Science is growing and ever-changing, so is our team: we’re on the hunt for talented instructors who are passionate about what they do and want to make a difference in the education of the world’s up-and-coming data scientists — our students.The NYC Data Science Academy prides itself on housing the most comprehensive 12-week intensive boot camp in data science methodologies, providing theoretical, practical, and hands-on knowledge to our scholars. We nurture top talents in the industrial & academic world into industry-ready data scientists, by equipping them with knowledge, technical skills, and insights aiming at maximal impacts to the business world. We adapt faster than the quickest machine learning algorithms out there — with content that reflects research and application in the growing industry and teaching expertise which goes beyond extraordinary.That’s where you come in.From our part-time weekend/evening classes to our part-time online and full-time in-person boot camps, our courses are both designed in-house and taught by our robust team of data scientists and engineers. Instructors have the opportunity of taking part in corporate training and consulting client projects, building both data science and big data solutions. We encourage collaboration and positive change in not only our students and clients but also in our team. Nerding out is also highly encouraged.ResponsibilitiesTrain in-person or online boot camp students, the next generation of data scientists, on a wide range of topics ranging from statistics, probability, SQL, R/python coding, data analysis, machine learning, deep learning, and big data, etc. Topics in Big Data to include:Hadoop and MapReduce, HDFS, HiveApache HiveSparkSpark SQLSpark Machine LearningDockerDevelop, evaluate, and maintain cutting-edge technical content for training experiences relevant to audiences with a diverse set of educational backgrounds and industry experience.Tailoring teaching content for both corporate and client training.Guide and mentor our students inside and outside of the classroom for their industry-ready projects. Help to orient our students’ learning toward the target industries.Lead by example as a data scientist, to be an excellent role model for our industry-ready students. Cooperate with marketing/admission teams by participating in the student enrollment/admission procedure and by developing relevant content for them.Participate in periodic training workshops to sharpen the relevant skill-sets.About YouMinimum of a Master’s Degree in a Quantitative Science, Technology, Engineering, or Mathematics-related field; Computer Science and Statistics preferred.Proficiency in statistical computing/machine learning and/or programming in R and/or Python.Experience/extensive knowledge in R or Python data analysis.Teaching experience in undergraduate or graduate level coursework in STEM required.Demonstrated experience/knowledge of Statistics and Machine Learning from both theoretical and applied perspectives.Experience in developing a curriculum or providing training in a client-facing endeavor.A good sense of the relevance of academic data science to industrial applications.Forward thinking with a strong growth mentality, i.e. constantly strengthening yourself on all fronts relevant to the growth of our school.Passionate about teaching and helping your students succeed in their careers.A team player who can multitask if necessary and can step up to new challenges in a growing company.PerksCompetitive salary, adjustable hours, and flexible vacation policy.Benefits include 401k retirement plan and medical, dental, vision insurances.Opportunity to train, research, and learn in the field of data science on-the-job; a chance to interact with active data science communities through conferences, Meetup events, etc.Completely stocked snack pantry.High-quality computational equipment."
30,Not Applicable,Full-time,"Minimum Qualifications Master's degree in Operations Research, Industrial Engineering, Statistics, related field, or equivalent practical experience.2 years of relevant work experience (e.g., as a data scientist) or equivalent. Analytical engagements outside class work while at school can be included. Experience with statistical software (e.g., R, Python) and database languages (e.g., SQL) Preferred Qualifications PhD in Operations Research, Industrial Engineering, Statistics or related field. 4 years of relevant work experience (e.g., as a data scientist), including experience applying advanced analytics to planning and infrastructure problems. Experience designing and building statistical forecasting models. Experience designing and building machine learning models. Excellent problem-framing, problem-solving and project management skills. Excellent customer service and team collaboration skills. About The JobAt Google, data drives all of our decision-making. Data Scientists work all across the organization to help shape Google's business and technical strategies by processing, analyzing and interpreting huge data sets. Using analytical rigor and statistical methods, you mine through data to identify opportunities for Google and our clients to operate more efficiently, from enhancing advertising efficacy to network infrastructure optimization to studying user behavior. As an analyst, you do more than just crunch the numbers. You work with Engineers, Product Managers, Sales Associates and Marketing teams to adjust Google's practices according to your findings. Identifying the problem is only half the job; you also figure out the solution.As a member of the Operations Data Science team, you will apply operations research and statistical methods to solve challenges related to compute, storage, network, and datacenter capacity for both Google’s internal services and Google Cloud Platform. You will work broadly across Google’s Platforms Engineering, Systems Infrastructure, and Site Reliability Engineering teams to optimize our deployment of resources and drive innovation in our software stack, allowing for efficient use of resources.As a Data Scientist, you will think critically and strategically about Google’s cloud as a technology, a business, and as an operation. You will be comfortable discussing total cost of management with hardware engineers, resource optimization with software engineers, or reviewing fleet plans and deployment policies with operations executives, all based upon the analytical models that you will be developing.Behind everything our users see online is the architecture built by the Technical Infrastructure team to keep it running. From developing and maintaining our data centers to building the next generation of Google platforms, we make Google's product portfolio possible. We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them. We're always on call to keep our networks up and running, ensuring our users have the best and fastest experience possible.Responsibilities Lead projects with hands-on analysis and modeling, drawing from multiple of analytical methods to choose the right tool and right level of complexity appropriate for the business challenges. Engage broadly with the organization to identify, prioritize, frame, and structure complex and ambiguous challenges, where advanced analytics projects or tools can have the biggest impact. Identify and communicate the challenges and opportunities that the group should be working on. Help define the analytical direction and influence the direction of the associated engineering and infrastructure work. Articulate business questions and use mathematical techniques to arrive at an answer using data. Translate analysis results into business recommendations. At Google, we don’t just accept difference—we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form ."
31,Not Applicable,Full-time,"Minimum Qualifications Bachelor's degree in a quantitative discipline or equivalent practical experience. 4 years of relevant work experience involving quantitative data analysis Experience with statistical software (e.g., R, Python) and database languages (e.g., SQL). Preferred Qualifications Master's degree or higher in a quantitative discipline (e.g., Statistics, Computer Science, Math, Engineering) or equivalent practical experience Strong knowledge and hands-on experience with both supervised and unsupervised learning (e.g. time series forecasting, clustering, classificaiton) and/or Big Data techniques (Spark, Pig, Hive) is a big plus. Demonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment Effective communication (written and verbal) to translate technical solutions and methodologies to senior leadership About The JobAt Google, data drives all of our decision making. The Finance Business Intelligence and Analytics team combines business acumen, technology and innovation to organize data, enable insights and create a data driven and efficient Finance organization. You will have a unique opportunity to gain perspectives on Google’s core businesses, services and the ecosystems that they operate within.As a Data Science Specialist, you will work on strategic business challenges across multiple business areas (ex. Ads, YouTube, Search, Play, etc.) through the lens of monetization. You will collaborate with data engineers, analysts and PMs to create an end-to-end data solutions to enable our finance partners to make informed decisions, manage risks and opportunities. You will demonstrate statistical and machine learning experience and an understanding of our business models to tackle complex data problems.The name Google came from ""googol,"" a mathematical term for the number 1 followed by 100 zeros. And nobody at Google loves big numbers like the Finance team when providing in depth analysis on all manner of strategic decisions across Google products. From developing forward-thinking analysis to generating management reports to scaling our automated financial processes, the Finance organization is an important partner and advisor to the business.Responsibilities Partner with Finance leadership and their teams to understand business context and identify science solutions. Apply statistical and machine learning methods to solve large scale problems, including the full modeling lifecycle (e.g. data manipulation, building and evaluating models, interpreting results, transitioning solutions to production, performance monitoring, recalibrating models, etc.) Create data visualization to summarize the modeling insights and communicate them to internal team members and business stakeholders Continue to widen and deepen data science and engineering skill sets Coach junior members and share knowledge with the broader team At Google, we don’t just accept difference—we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form ."
32,Entry level,Full-time,"Title: Analyst, Data ScienceLocation: New York CitySummaryJ.Crew's Data Science team is responsible for leveraging vast amounts of data to better understand and predict customer behavior that in turn helps improve customer experience and inform business decisions. In this capacity, our team works across the organization to represent the customer's point of view on matters involving marketing, merchandising, planning, capital investments, budgeting, and other financial decisions. The Analyst position is primarily responsible for managing, accessing, and analyzing large amounts of data for routine reporting and ad hoc projects.The Ideal Candidate Is Analytical and curious, especially about how numbers can define company strategy Extremely detail oriented An excellent communicator with little fear of asking questions and seeking the answers Comfortable with managing tasks efficiently through to completion A high-energy, results oriented individual Eager to develop both analytical and technical skills required to effectively analyze large data setsResponsibilities Include Pull large sets of customer data from J.Crew's customer database; audit the quality of this data against other sources of data Maintain regular reports, like customer dashboards Field requests from all functional business areas Support team projects, like customer lifetime value calculations and developing forecasts Liaison with our marketing database provider to ensure data is being processed correctly, data feeds contain all necessary information, and manage any changes or updates to the current database to support the growing businessQualifications 1-2 years of experience showcasing strong analytical skills; experience with customer analytics or web analytics preferred BS/BA degree or equivalent combination of education and experience sufficient to successfully perform essential functions of the job Ability to pull and analyze large data sets. Proficiency with SQL, R, Python, Big Data Tools like Hive and SPARK.J.Crew Group, Inc. is an Equal Employment Opportunity (EEO) EmployerWe are committed to affirmatively providing equal opportunity to all associates and qualified applicants without regard to race, color, ancestry, national origin, religion, sex, marital status, age, sexual orientation, gender identity or expression, legally protected physical or mental disability or any other basis protected under applicable law."
33,Entry level,Full-time,"SummaryThe Data Science Specialist will be part of a data science or cross-disciplinary team on development projects, typically involving large, complex data sets. This team includes statisticians, computer scientists, software developers, engineers, product managers, technicians and end users, working in concert with partners in Makino business units. Potential application areas include collected data analysis and diagnostics across multiple metal cutting machine platforms.Essential Duties And Responsibilities Develop analytics within well-defined projects to address customer needs and opportunities. Work alongside software developers and software engineers to translate algorithms into commercially viable products and services. Contribute to technical discussions and reviews as an expert in related areas of responsibility. Maintain state-of-the-art knowledge in related areas of responsibility. Communicate ideas, plans and results effectively via presentations and written reports. Generate reports, annotated code, and other projects artifacts to document, archive, and communicate your work and outcomes. Work with data engineers on data quality assessment, data cleansing and data analytics. Work effectively with peers, management, operations groups, and outside organizations. Work in technical teams in development, deployment, and application of applied analytics, predictive analytics, and prescriptive analytics. Perform exploratory and targeted data analyses using descriptive statistics and other methods. Share and discuss findings with team members. Physical Demands: The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. The physical demands include travel, typing, writing, light lifting, etc. More than 40 hours per week is often required to effectively perform this job including infrequent weekend travel/working requirements.Work Environment: Most of the work will be in an office environment with occasional overnight travel to other Makino facilities or manufacturing environments containing Makino equipment. Overnight travel is expected to be less than 20%.Required SkillsEducation and/or Experience: Master’s Degree in Electrical, Mechanical, Mathematics, Aerospace Engineering or Computer Science with demonstrated research capability or equivalent experience. Demonstrated skill in the use of one or more analytic software tools or languages (e.g., SAS, SPSS, R, Python, Matlab)  Strong background in diagnosis, prognosis and control systems analysis and synthesis. Background/familiarity/experience with metal cutting technologies Experience with multiple statistical programming languages such as Python, R, SAS etc. Database query programs (SQL, Experience with Pivotal, Postgres) Experience with Github Basic understanding of statistics and predictive algorithms. Background in Multivariate Calculus and Machine Learning. Experience with Data visualization and communication. Domain knowledge in Compute, Database, Network, and Storage Experience in IT Service Management environments. Strong background in diagnosis, prognosis and fault-tolerant control systems analysis and synthesis. Strong background in system diagnosis and prognosis algorithms development and integration. Effective verbal and written communication skills. Excellent interpersonal skills to work effectively with Makino internal and external customers."
34,Director,Full-time,"Ready to take your career to the next level?﻿Kenshoo is uniquely positioned as the global leader in digital marketing software solutions, we offer native API solutions and advanced technology to market and advertise across these properties: Facebook, Instagram, Google, Amazon, Apple, Facebook, Bing, Yahoo, Pinterest and more. Brands, agencies and developers use Kenshoo to automate and optimize their marketing investments. We're proud of our industry-leading digital marketing software but we're even prouder of the people behind it. That's where you come in!About the Job:Kenshoo In-Market Data Science team is hiring a Director of Science for the San Francisco office to lead the In-Market Data Science team and integrate deeply with C-level business leadership as a trusted and influential contributor. The role of the Analytics team is to empower customers to leverage Kenshoo's suite of algorithmic products such as bid optimizers and to demonstrate and test the value of these algorithmic products internally and externally.The ideal candidate will be a proven leader, with deep analysis skills as well as programming skills and an exemplary understanding of statistics and hypothesis testing. They will demonstrate an intuitive and visionary understanding of digital marketing, a strong grasp of business models and statistics, excellent analytical and problem solving skills and the ability to coherently describe complex mathematical concepts to a layperson audience.The candidate should demonstrate a consultative approach to addressing internal and client needs and be an inspiring leader and mentor to the In-Market team of Data Scientists.  What are we looking for:A Data Science lead with a strong academic foundation, deep technological skills, and business/client facing focus.A Data science evangelist with a passion for creating and delivering AI/ML based solutions to drive business success. They should have Client facing experience and strong presentation skills.   A leader, people manager that can shape and define the strategy for enabling our clients get the most of the solutions we provide.What you will do:Be a leader and source of knowledge for the data scientist, to support and deliver AI/ML based products.Work with clients to test optimization strategies.Work with clients to develop innovative solutions and proofs of concept.Work with R&D and Product Engineering teams to build AI/ML based products.Foster Data driven methodology and practice within the company.Integrate deeply with C-level business leadership as a trusted and influential contributor to data-driven decision making, ensuring maximum impact of Data Science outputs. Requirements:PhD/MS in computer science, machine learning, statistics, applied mathematics, physics, or other scientific or computational disciplines.10+ years of relevant experience, with at least 3+ years in people management. Proven expertise developing and productizing algorithms for solving diverse business challenges and creating significant value, experience with Deep learning/ Machine learning is a must.A proven track record of leveraging data to drive business results.Leadership skills and experience in building and maintaining a high performing, customer-focused, and fun team-culture.Skill at building relationships across the organization and becoming a trusted, sought-after partner.Talent in analytical storytelling with exceptional ability to convey complex analytical results to business stakeholders in relevant and accessible language.Experience with Agile/iterative process in the context of research and analytics.Experience in the digital marketing world - a big advantage.Equal Employment Opportunity:Kenshoo, Inc. is an equal opportunity employer. We strongly encourage and seek applications from women, people of color, and bilingual and bicultural individuals, as well as members of the lesbian, gay, bisexual, and transgender communities. Applicants shall not be discriminated against because of race, religion, sex, national origin, ethnicity, age, disability, political affiliation, sexual orientation, gender identity, color, marital status, or medical condition including acquired immune deficiency syndrome (AIDS) and AIDS-related conditions. Also pursuant to the San Francisco Fair Chance Ordinance, we encourage and will consider for employment qualified applicants with arrest and conviction records. Applicants with Disabilities: Reasonable accommodation will be made so that qualified disabled applicants may participate in the application process. Please advise in writing of special needs at the time of application."
35,Mid-Senior level,Contract,"Position :Data Science Location : Chicago, IL Duration : Full time   Skills: Excellent knowledge of NLP and ML alogrithms. Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc Experience with common data science toolkits, such as R, Weka, NumPy, MatLab, etc {{depending on specific project requirements}}. Excellence in at least one of these is highly desirable Great communication skills Experience with data visualization tools, such as D3.js, GGplot, etc. Proficiency in using query languages such as SQL, Hive, Pig {{actual list depends on what you are currently using in your company}} Experience with NoSQL databases, such as MongoDB, Cassandra, HBase {{depending on project needs}} Good applied statistics skills, such as distributions, statistical testing, regression, etc. Qualification: B.TECH (Computer Science Engineering/ IT)/ MCA"
36,Mid-Senior level,Full-time,"As the Director of Data Science for our growing SaaS organization, you will have the opportunity to build a mixed on- and off-shore team of talented Data Scientists, Analyst, and Engineers to transform our Data Science practice. We are looking for an individual with strong rationality in technology within data science who can scale our enterprise practice.  You’re not afraid to roll up your sleeves and get your hands dirty, managing key stakeholders uninhibited by ego or hierarchy. Responsibilities Hiring and mentoring – Build and grow data science division Ownership – Deliver methodology and prototypes for solving hard, open-ended problems on cybersecurity and risk modeling Organization & Execution – Work with engineering and product management to deliver business value cross-functionally in the product organization Build organizational model of data science based on revenue and trajectory analytics   Skills Proven experience growing data science teams for leading technology companies Strong background in Big Data, Hadoop, EMR and/or Complex Data Ingestion Strategic thought leader with strong organizational instincts Intellectual curiosity, willingness to learn new skills, and ability to contribute ideas Excited by analytical problems and new challenges Excellent communication and presentation skills   Qualifications Master’s Degree in Computer Science, Mathematics, Statistics or related field, or equivalent technical experience 2+ years of growing and mentoring top talent in data science in technology companies 5+ years of experience as a Data Scientist delivering insights to power business stakeholders to make better decisions Knowledge of big data platforms and tools like Apache Spark Deep knowledge of data pipelines, APIs and data modeling"
37,Director,Full-time,"Time Saver:  You must have 5+ years of recent strategic consulting experience working for a mid - large size IT consulting firm focused on C suite services to qualify for this role. (Slalom, Deloitte, Accenture are type examples).    Company is a growing high value management consulting firm to 75+ of the the most impactful F500 firms, servicing CIOs and teams from strategy and planning through execution and delivery.  Increasingly, clients they service are seeking to explore and optimize the business by embracing AI, ML and Data Science as a holistic solution. This role will be very client facing, working primarily CIO, CTO and other executive teams supporting enterprise wide initiatives.   As the Director, Data Science, the professional in this role will also be responsible for mentoring Data Engineers, Information Analysts and Information Architects, assisting junior consultants as they learn more about the tools, techniques and business outcomes that data science can enable. The ability to effectively manage talent and create an engaged, high-performing team environment is extremely important to achieving success in this role   The Director, Data Science will be required to reside in one of 6 cities and will travel based on client needs.   Qualified candidates will have:   A degree in computer science, MIS, mathematics or statistics. Strong verbal and written communication skills experienced with business case creation and proofs of concept. 5+ years of F500 C level facing professional services experience. Some experience with oral presentations and competitive positioning.  8+ years of progressive experience in data science methods and analytics consulting, or 15+ years of combined experience in data warehousing, data architecture and information management projects involving analytics. Demonstrated ability to deliver data science solutions for clients (end-to-end design and delivery of significant data science project work). Professional experience applying advanced analytics and data mining techniques to enable decision support systems and customer strategies. Proven data engineering or data visualization experience with large and/or complex data environments. Advanced understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests and Neural Networks. Experience with commonly used data science toolkits, such as Python, SAS, R, Weka, NumPy or MatLab. Experience working with data visualization tools, such as D3.js and GGplot. Proficient skills using query languages, such as MongoDB, Cassandra and HBase. Strong applied statistics skills. High intellectual curiosity with the desire to identify potential use cases for predictive analytics. Experience creating impactful models and algorithms for multiple functional areas (e.g., risk management, customer insights, real-time decision support, etc.). Expert understanding of industry trends for consumer insights analytics. Ability to understand and apply trends in research and analytics, and to apply learning, insights and recommendations to drive critical objectives."
