,Level,Type_of_Job,Description
353,Not Applicable,Full-time,"We are looking for a Data Scientist with experience applying Data Science processes and tools to solve real-world problems for our customers in the Federal, Defense, and Intelligence sectors. ResponsibilitiesWork with stakeholders throughout the organization to identify opportunities for leveraging Publicly Available Information (PAI) as well as Federal, Defense, and Intelligence data.Assess the effectiveness and accuracy of new data sources and data gathering techniques.Develop custom data models and algorithms.Coordinate with different functional teams to implement models and monitor outcomes.Develop processes and tools to monitor and analyze model performance and data accuracy.QualificationsStrong problem solving skills with an emphasis on product development.Experience using statistical computer languages (R, Python, SQL, etc.) to manipulate data and draw insights from large data sets.Experience working with and creating data architectures.Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.Excellent written and verbal communication skills for coordinating across teams.A drive to learn and master new technologies and techniques.Minimum RequirementsQualify for a clearance with the Department of Defense (e.g. US Citizenship)B.S. in a field of Science, Technology, Engineering, or MathematicsPreferencesActive clearance with the Department of DefenseM.S. or Ph.D. in a field of Science, Technology, Engineering, or Mathematics10+ years of work experienceExperience with DoD/IC Information SystemsExperience with Big Data software projects (e.g. Hadoop, Spark, Kafka, Elasticsearch)Raptics, Inc. is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees."
354,Entry level,Full-time,"In order to be considered for this position please send a copy of your CV/Resume and Cover Letter, along with two professional references to jobs@bammnewyork.com. The deadline to apply is August 16th, 2019.About BAMM:Based in NYC and London, BAMM fuels Brand Momentum by pushing at the boundaries of research – developing new methodologies, speaking with unexpected people, asking surprising questions and incorporating the latest technology into our work. We draw from a deep appreciation of commercial strategy, the latest thinking on marketing and the social sciences.Your Role:BAMM has an opportunity for a Data Scientist to join our growing New York office. We’re looking for an ambitious data and statistics specialist, with 2-3 years’ experience, who’s eager to apply data science approaches to big, strategic insights projects for the world’s leading brands, and for the freedom and support to help us build a robust, innovative, industry-leading data science practice.This role offers the opportunity to work across big brands on big strategic questions, and to work with a collaborative, multi-disciplinary team of ethnographers, photojournalists, cultural anthropologists, survey builders, behavioral scientists, and strategists. We’re looking for candidates who have the energy and desire to innovate, who want a new set of client challenges to solve, and who are interested in combining data-led techniques with leading edge ethnography and behavioral science. We will provide the space, support and culture to help ensure success.Your Responsibilities: Help lead the design & execution of data-oriented client projects (including text analysis, predictive modeling, segmentation, conjoint analysis, test & learn) Help build out and lead our data science innovation agendaHelp build out our data resourcesHelp build out our data tools, working with our developerHelp create PowerPoint storylines for client projects that drive consumer, cultural and brand understanding from data analysisAttend client meetings, and help respond to client questions and requests when needed Attend and contribute to all internal team meetings and brainstormsKeep abreast of the newest resources, approaches and techniques in data, statistics and analyticsQualified candidates will have:Undergraduate degree (ideally in mathematics, statistics, or a related degree)Strong academic background2-3 years of relevant work experienceDemonstrable, advanced quantitative analysis and statistics skills In-depth knowledge of at least one of the key data analysis platforms (e.g. Python, R, SPSS)Ability to build analyses for different data types (big data sets, survey data, time series data)Ability to pull out compelling insights from the dataHigh attention to detail without sacrificing the big pictureAbility to work across multiple projects while meeting deadlinesStrong interpersonal and communication skills, and a collaborative, constructive approachNatural interest in the data science field and how it’s changingWe are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."
355,Mid-Senior level,Full-time,"Kopari is looking for an Analytics Lead to define, manage and analyze high-impact data initiatives. You will spearhead cross-functional partnerships with business stakeholders to identify opportunities for better decision-making and help drive the smart use of data in the organization. You will apply your acquired understanding of business challenges to diagnose root cause, propose approaches, scope projects and help to drive them to completion. As part of the broader Marketing Team, you will work alongside DTC/E-Commerce, Marketing and Retail teams as well as external agency partners including data scientists, data engineers and BI engineers all focused on building a data-driven, people-powered beauty ecosystem. We are looking for an individual who thrives in a fast-paced, collaborative environment leading a multi-disciplined team. Job responsibilities include but are not limited to: Proactively identify key strategic questions and problems; offer productive solutions focused on long-term and scalable benefitsDefine, analyze, and measure key performance indicators to socialize facts (and corresponding caveats) to business stakeholdersUnderstand and analyze business challenges to identify issues with data quality that prevent decision-makingCommunicate complicated topics across the organization in a way that is friendly and accessible to a diverse audienceChampion a data-driven culture by empowering others to proactively use data to make responsible decisions and ask smart questionsCollaborate with BI engineers and data scientists to formulate long-term solutionsDesign dashboards and reports that incorporate both DTC, Retail and Consumer Affairs (customer happiness) data to communicate business trends and opportunitiesOversee the Customer Happiness team who serve as a frontline to Kopari consumers and are a key hub for first-hand dataProvide and source market research and consumer insights including but not limited to NPS, customer surveys, on-site surveys as well as 3rd party market research coordination Team/CultureInspire and maintain a high-performing analytics and consumer affairs team that embraces Kopari’s cultureLead career management and individual development of a multi-disciplined teamSet a positive example for direct reports in teaching them to develop talent and managing the career path of junior members of the teamBuild rapport and effectiveness with others including leadership team and director’s in cross-functional team QualificationsBachelor's degree in a quantitative field, data science or business analytics; Master's preferred4+ years of experience in marketing, product or business analyticsExpert level knowledge of SQL and relational databasesPossess strong verbal, written and visual presentation skills, with an emphasis on storytellingAbility to think critically about problems through multiple perspectives and assert demonstrable hypothesesComfort working in a fast-paced, cross-functional environment, delivering flawless execution; transparent about methodsFamiliarity with Looker and other product analytics solutionsDetail oriented; high level of intellectual curiosity and comfort with ambiguityEnthusiastic, creative, entrepreneurial, self-starter attitude"
356,Mid-Senior level,Full-time,"Idexcel has a great opportunity for      AI/ML Data Scientist to support our client project in Irving-TX-USA.  Please let me know if you or any of your Friends/Colleagues are available for below position.   JOB TITLE: AI/ML Data Scientist  Add Colorado Springs, CO as the preferred location in addition to Irving  JOB DUTIES: As a Data Scientist, you'll use AI/Machine Learning to solve business problems for Our Client Enterprise Solutions. Responsible for developing strategies for effective data analysis, modeling, and reporting. Selects, configures, and implements analytical solutions. Develops and implements data analytics, data collection, data modeling, and other strategies that optimize statistical efficiency and quality. Identifies, analyzes, and interprets trends or patterns in complex data sets.  MUST HAVE SKILLS:Hands-on Experience in developing and implementing Spark ML applications on big data environment Hands-on Python programming skills and have experience in solving multiple types of machine learning problems (e.g. classification, regression, natural language processing, recommendation system, time series, anomaly detection, etc.) using open source Python libraries Experience with Data cleaning and data pre-processing skills Experience with Data Analytics and Visualization (e.g. Tableau, Alteryx, etc.) Experience with Data Modeling Experience with Model Deployment Ability to manage multiple assignments. Superior written and oral communication skills.  DESIRED SKILLS:Experience in Data Visualization Tools (e.g. Tableau, etc.) Experience with ChatBot tools [e.g., Kore.ai, Google DialogFlow, etc.]. Experience with Robotics Process Automation tools [e.g., Automation Anywhere, etc.]. Experience in Data Analytics Tools (e.g. Alteryx, etc.)EDUCATION/CERTIFICATIONS: Bachelor's degree in computer science, information systems, statistics, or other related field with 5 Years of Working Experience in the Field of AI/ML ,or Master Degree with 3 Year of Working Experience in the Field of AI/ML or Doctor Degree with 1 Year of Working Experience in the Field of AI/ML"
357,Mid-Senior level,Contract,"Net2Source is a Global Workforce Solutions Company headquartered at NJ, USA with its branch offices in Asia Pacific Region.  We are one of the fastest growing IT Consulting company across the USA and we are hiring ""Job Title"" for our client.  We offer a wide gamut of consulting solutions customized to our 450+ clients ranging from Fortune 500/1000 to Start-ups across various verticals like Technology, Financial Services, Healthcare, Life Sciences, Oil & Gas, Energy, Retail, Telecom, Utilities, Technology, Manufacturing, the Internet, and Engineering.     Company: Client of Net2Source Role:        Sr Data Engineer  Location:         Durham, NC Duration: 6+ Months  AWS Data Pipeline experience and someone who has a DW/BI – ETL/Informatica hands on experience    Key Skills: AWS, EC2, Hadoop, Kafka, Snowflake schema, data architecture, DOMO    Visa Sponsorship is currently not available for this role, visa independent candidates who can work on W2 are encouraged to apply for the role.      Description: The ideal candidate is an experienced data pipeline builder and data wrangler who enjoys optimizing data systems and building them from the ground up. The Data Engineer will support our software developers, database architects, and data analysts on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects. They must be self-directed and comfortable supporting the data needs of multiple teams, systems and products.      This role requires 12+ years of experience in multiple IT areas that include data architecture, da modeling, BI tools, design, integration, evaluation, and development  Demonstrated data architecture, data modeling and solution design experience  Bachelors or Master’s Degree in a technology related field (e.g. Engineering, Computer Software) required     The Purpose of Your Role  The Principal Data Engineer will be accountable for developing both enterprise and business unit specific data integrations and analytic platforms. Additionally, the person will be responsible for collaborating with key partners (e.g. business unit technology teams, Data architecture, analytics designers) in the implementation of data pipelines, data stores etc.   Create and maintain optimal data pipeline architecture,  Assemble large, complex data sets that meet functional / non-functional business requirements.  Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.  Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and AWS ‘big data’ technologies.  Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency and other key business performance metrics.  Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needs.  Keep our data separated and secure across national boundaries through multiple data centers and AWS regions.  Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.  Work with data and analytics experts to strive for greater functionality in our data systems.     The Skills You Bring  Advanced working SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases.  Experience building and optimizing ‘big data’ data pipelines, architectures and data sets.  Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement.  Strong analytic skills related to working with unstructured datasets.  Build processes supporting data transformation, data structures, metadata, dependency and workload management.  A successful history of manipulating, processing and extracting value from large disconnected datasets.  Working knowledge of message queuing, stream processing, and highly scalable ‘big data’ data stores.  Strong project management and organizational skills.  Experience supporting and working with cross-functional teams in a dynamic environment.  We are looking for a candidate with 5+ years of experience in a Data Engineer role, who has attained a Graduate degree in Computer Science, Statistics, Informatics, Information Systems or another quantitative field. They should also have experience using the following software/tools:  Experience with big data tools: Hadoop, Spark, Kafka, etc.  Experience with Snowflake Analytics Warehouse  Experience with relational SQL and NoSQL databases, including Postgres and Cassandra.  Experience with data pipeline and workflow management tools: Azkaban, Luigi, Airflow, etc.  Experience with AWS cloud services: EC2, EMR, RDS, Redshift  Experience with stream-processing systems: Storm, Spark-Streaming, etc.  Experience with object-oriented/object function scripting languages: Python, Java, C++, Scala, etc.     About Net2Source, Inc.  Net2Source is an employer-of-choice for over 2200+ consultants across the globe. We recruit top-notch talent for over 40 Fortune and Government clients coast-to-coast across the U.S. We are one of the fastest-growing companies in the U.S. and this may be your opportunity to join us!  Want to read more about Net2Source?, Visit us at www.net2source.com   Equal Employment Opportunity Commission The United States Government does not discriminate in employment on the basis of race, color, religion, sex (including pregnancy and gender identity), national origin, political affiliation, sexual orientation, marital status, disability, genetic information, age, membership in an employee organization, retaliation, parental status, military service, or other non-merit factor.    For details on the Rate, Client Name & Interview Process, please call/email at undersign.     Thanks & Regards,  Rav Rawat Net2Source, Inc. Email: ravinder.rawat@net2source.com Office: 415-754-4140 (Direct), 201.340.8700 Ext: 531"
358,Mid-Senior level,Full-time,"Data Engineer New York, NYCyber Security Compensation: $130,000-$170,000(Unlimited PTO, Daily Catered Lunches, Remote Work Options) This innovative and well established Cyber Security organization is actively looking to add a Data Engineer to their Analytics team. They are looking for someone to come in and create new data architecture for BI solutions. The right candidate should be up to the challenge of blending the fast changing technology of big data analytics within the complex space of Cyber Security. You will report to the Senior Manager, who’s team assist the businesses decisions using Big Data technology and machine learning techniques. The team works out of NYC, which has modern office spaces and first class amenities. You will be responsible for:•  Work closely with analysts and data scientists to transform threat analytics into production-level code.•  Participate in requirements gathering and transformation from prototype to product design.•  Helping us stay current on the latest data processing tools and trends.•  Utilize machine learning, statistical data analytics, and predictive analytics to help implement analytics tied to cyber security and hunting methodologies and applications •  Applying latest technologies in machine learning, data mining, and predictive analytics to correlate the big datasets and events, and derive dynamic cybersecurity rules.Minimum Qualifications: •  4+ years industry experience focused on Data Science  •  Experience writing and optimizing streaming and batch analytics.•  Proven knowledge of industry leading scripting tools such as Python, Powershell, R and SQL•  Strong hands-on programming skills, with expertise in multiple implementation languages/frameworks including a subset of Python, Java, and Scala with delivery background in middleware, and backend implementations.•  BS/BA in Computer Science,  Engineering, or relevant field experience.•  Strong English verbal and written communication skills.Ideal candidates will:•  Thrive in a small fast paced product driven enviornment•  Deliver features and fixes on tight schedules and under pressure•  Possess a strong interest or background in cyber security•  Create systems that are maintainable,  flexible and scalable•  Experience with cloud based big data platforms such as AWS or Google a plus"
359,Mid-Senior level,Full-time,"Core Responsiblities:Work closely with development teams and customers to design, architect, implement, and support big data solutions.Provide design and development of cloud based solutions and is responsible for technical design and implementation of the architecture.Design, develop and maintain infrastructure and backend applications.Provide definition of current state architecture blueprints.Research new technologies and products for their applicability to business processes.Compare various solutions and determine the one which best fits the need.Ensure that development efforts are well planned and in agreement with standards.Work closely with development teams and customers to design, architect, implement, and support big data solutions.Experience:Bachelor's Degree from an accredited college or university with a major in Computer Science, Information Systems, Engineering, Business, or other related scientific or technical discipline is required.At least 15 years of experience in architecting on-prem/cloud based multi-user environment with expertise in planning, designing, building, and implementing IT application modernization / implementation effort.At least 7 years of the required 15 years of experience must be in the direct supervision and management of major projects that involve providing professional support services and/or the integration, implementation and transition of large complex system and subsystem architectures.Must have led or been chief architect in major IT implementation efforts.Must have a strong background in software engineering principles and techniques.Experience in web application technologies and middleware solutions.Experience working in the database domain with at least two (2) years of experience managing all operations of Big Data stack – preferably Cloudera in a Cloud Environment.Experience with big data tools such as HBASE, Spark, Python, SpliceMachine, MongoDB, NoSQL based decision systems.Must have hands-on experience in Hadoop Ecosystem including HDFS, Hive, Yarn, Spark, Streamsets, Map-Reduce, Kafka as well as experience working with NoSQL Platforms.Experience in designing and implementing automation using scripts, must be proficient in scripting.Must demonstrate a broad understanding of client IT environmental issues and solutions and be a recognized expert within the IT industry.Must demonstrate advanced abilities to team and mentor and possess demonstrated excellence in written and verbal communication skills.Experience with information architecture and product/application roadmap planning.Experience with technical architecture including software and hardware sizing and capacity planning."
360,Mid-Senior level,Full-time,"Our Client, One of the Largest InsuranceCompanies in the world, is looking for a Data Scientist  to join their team in Chicago, IL!    Looking for a  big data expert who can analyze data for actionable insights by identifying the data-analytics problems that offer the greatest opportunities to our orginization!  Day to day: Determine the correct data sets and variables Collect large sets of structured and unstructured data from disparate sources Clean and validate the data to ensure accuracy, completeness, and uniformity Devise and apply models and algorithms to mine the stores of big data Analyze data to identify patterns, trends and projections Interpret data to discover solutions and opportunities Communicate findings to stakeholders at various levels within the organization.  Requirements:  MS or PhD in computer science or related field Strong knowledge of Python, AWS Experience with NLP, Deep Learning, classification, supervised and unsupervised learning"
361,Associate,Contract,"Title: Lab Technician Location: Menlo Park Duration: 6 months  Pay Rate: $   Duties: Apex Systesms is looking for a Data Engineer to fill a contract role with our Fortune 500 client in the Menlo Park, CA area! The experienced Data Engineer will join the Business Product Marketing (BPM) team. The ideal candidate for this role will be someone who is an expert in making sense of data, who is excited to break down problems, and who is passionate about digital marketing and helping businesses grow. In this role the Data Engineer will partner with the analytics team in BPM Planning, and the product market managers across BPM, as well as data scientist and marketing science cross functional partners to define how to uncover insights that support our marketing solutions that help businesses acquire new users, retain existing users and optimize user experience - all of this using massive amounts of data. This role is based in Menlo Park, and will report to the BPM Planning, Analytics Lead.   Responsibilities: • Interface with data scientists, product managers and engineers to understand data needs.• Develop methods to unlock access to data for stakeholders across the Business Product Marketing Organization.• Design, build and maintain efficient & reliable data pipelines to move and transform data, ensuring that data arrives accurately and on-time.• Build and maintain dashboard that can serve as the source of truth for various high-level priorities.• Work cross-functionally to define problem statements, collect data, and make recommendations.• Work with data infrastructure to triage infra issues and drive to resolution.  Skills: • 2+ years experience with programming languages, Python preferred.• 2+ years experience creating complex SQL statements.• 2+ years experience in the data warehouse space.• 2+ years experience working with either a MapReduce or an MPP system.• Tableau working experience is preferred.• Ability to analyze data to identify deliverables, gaps and inconsistencies.• Excellent communication skills including the ability to identify and communicate data driven insights. • Ability and interest in managing and communicating data warehouse plans to internal clients.    EEO Employer       Apex is an Equal Employment Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, sexual orientation, gender identity, national origin, disability, protected veteran status, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at 844-463-6178."
362,Director,Full-time,"Manager Data Analytics and Product Management  Location:  New York, NY   New opening for an experienced Manager of Data Analytics & Product to lead an analytics and product team within a growing healthcare company.  You will provide leadership for the delivery of algorithms, statistical models and actionable insights generated by the team to build new products that have a direct impact on patients.  This is a cross functional position working with multiple teams to build better data products and providing creative solutions.     Summary: Experience taking products from initial strategy, to framework design to full product launch Work closely with various data sources to stream line data for predictive, personalization, classification, and algorithm development Have a proven track record of drawing insights from data and translating those insights into tangible business outcomes Ability to implement new technologies with cutting-edge machine learning and statistical modeling techniques Recruit, motivate, mentor and develop team members     Experience:  Minimum of 5 years' experience in product management or data science, analytics Track record of team leadership, continual learning and attending conferences Experience with product, machine learning, statistical modeling tools, Python, R Experience with Bayesian modeling, PyMC3, Causal inference, Generalized Linear Models,  Limited Dependent Variables, etc.. Excellent problem solving and critical thinking skills     Education:  Masters in Mathematics, Statistics, Biostatistics, Computer Science or similar degree (PhD preferred but not required)  Benefits:   Competitive base, bonus and stock options  Medical,      Dental, Vision (premiums fully covered)   HSA,      FSA, Pre-tax Commuter, 401k  Flexible hours (we are not 9-5 punch the clock)  Conferences  Snacks      and Drinks  Weekly      Catered Lunches  Gym      Reimbursement  Monthly      Social Gatherings  Learning      and Development Budget  Annual      Offsite Celebrations    info@tekvizor.com  keywords: analytics, product manager, data collection, insights, healthcare, academic, research, statistics "
363,Mid-Senior level,Full-time,"*To apply to this opportunity at ConMet, please click the ""Easy Apply"" button (please attach and full resume, not a Linkedin profile pdf), or simply email your resume directly to our team at careers@conmet.com with ""Data Scientist - Vancouver"" in the subject line. Please note that we are unable to provide any visa sponsorship of any kind (including H1b or OPT) for this specific position—all applicants must have permanent legal ability to work in the US.    Company Overview  Consolidated Metco (ConMet) is a leading global manufacturer of components for the commercial vehicle industry. We design, engineer, and manufacture proprietary wheel ends, aluminum castings and plastic components for the commercial vehicle market. Our team is made up of more than 6,000 people across the United States, Mexico and China. For more information about our company, visit our web site at www.conmet.com. ConMet is a subsidiary of Amsted Industries (www.amsted.com), one of the world’s largest transportation component manufacturers and one of America's largest 100% employee-owned (ESOP) companies.   Position Details The Data Scientist at ConMet will be instrumental in architecting and building our SmartHub data infrastructure. This role is responsible for designing and using data analysis tools that increase ConMet’s data scalability, accuracy and accessibility.  This is a newly created opportunity and will be based at ConMet's corporate headquarters in Vancouver, Washington (Portland metro area). For more ConMet HQ info, visit our local careers page at: https://www.conmet.com/locations/vancouver-wa-hq/  Essential Duties and Responsibilities: Design and analyze experiments to measure the impact of the SmartHub features Adding new metrics andaggregations to our data warehouse to make new classes of questions answerable Building models to predict the growth trajectory of different customer segments Collaborate closely with Product Management, Engineering and other ConMet functional teams to ensure that features of our new products effectively solve key business problems of our customers. Build machine learning models that benefit our customers by making reliable future predictions using past data. Design, develop and program methods, processes, and systems to consolidate and analyze unstructured, diverse “big data” sources to generate actionable insights and solutions to support our SmartHub program. Interact with product and teams to identify questions and issues for data analysis and experiments. Develop and codes software programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources. Identify meaningful insights from large data and metadata sources; interprets and communicates insights and findings from analysis and experiments. Be an internal leader in basic statistics including descriptive statistics, correlation and regression. Assist our team in conceiving of and developing future data product and solutions for our customers  Qualifications Bachelor's or Master’s Degree in Business Analytics, Data Analytics, or Data Science Three or more years of business experience in applying data science techniques to drive technical product development and decision-making Data Science experience in a New Product Introduction environment preferred Strong quantitative analytical skills; with statistical analysis competence in techniques such as correlation, regression, KPI metric development, segmentation modeling and algorithms Fluent in either Python or R, able to query data using SQL, has experience working with cloud based computing platforms and big data tools. Experience in data mining, advanced data manipulation, machine learning and statistical analysis. Experience with data visualization and communication projects using software like Tableau Strong technical background in computer science, statistics, math, information science, or another quantitative field Fluency in at least one modern language useful for data processing (e.g. Python, Scala) Proficiency with relational data modeling and SQL Expertise in statistical methods and experimental design and analysis Background in advanced statistical modeling (e.g. GLM, mixed effects) and/or machine learning  Note: All ConMet hires will be required to successfully complete a pre-employment criminal background check and drug test.  Compensation & Benefits Excellent base salary and targeted annual bonus structure Comprehensive employee benefits package, including medical/dental/vision coverage, life and disability protection, and our innovative new vacation plan. Significant participation (100% company paid) in the ConMet/Amsted Employee Stock Ownership Program (ESOP) Company 401k program (with 5% company match) College tuition reimbursement (up to $5,000/year) and internal employee development programs Gym membership reimbursement (up to $50 per month)  ConMet is an Equal Opportunity Employer.  *For recently posted ConMet career opportunities, company news and product innovation updates, please follow us on LinkedIn at: https://www.linkedin.com/company/54513"
364,Mid-Senior level,Contract,"Role: Data Analyst III Location:  San Diego, CA Duration: 7 Months Contract  Technical data analysts to support the Intuit CG marketing analyst team with data ingestions needs.  Import data from various data sources into a data warehouse where data will be used to drive business decision for marketing.  Daily activities include creating reusable Alteryx workflows for data ingestion, creating & managing database tables and meeting with end users of the data to gather requirements.    BS or MS in an appropriate quantitative field (Computer Science,  Statistics, Applied Math, Econometrics, Operations Research)      .   Required Skills: Alteryx, SQL, Database relationships, APIs."
365,Entry level,Contract,"MUST BE LOCAL AND DO IN PERSON INTERVIEW Position Type: ContractLocation: Corte Madera, CA, United States Description: Responsibilities: Timely throughput of product images in departmental workflows using multiple digital asset management, inventory, and tracking systems Research and document seasonal additions of product collections and finishes, in anticipation of photo deliveries Maintain and refine the department's Color Reference Library, including its nomenclature, file archive, and procedural operations Analyze and optimize workflows, processes, and data structures for asset management Train internal partners on best practices to formulate and capture product and image metadata Skills: Experience building and maintaining taxonomies, controlled vocabularies, and related tools for e-commerce web sites, apps, or software Ability to present metadata and classification information in a clear and concise way to non-technical audiences Proven skills in data entry, search and retrieval techniques Ability to work on ambiguous and deadline-driven projects Detail-oriented, decisive, self-motivated and calm under pressure Preferred Qualifications: 3+ years experience using taxonomy management systems to maintain categories, attributes, and other metadata Creative thinking and analytical problem solving Excellent communication and interpersonal skills Education: B.A. in Library Science or Information Management; Master's preferred but not required  Remarks: US Citizen or Green card only Looking for a Jr.BA with at least 3 years of experience. This candidate should have strong communication skills. They will be communicating technical to creatives! Should be meticulous, data driven. Taxonomy represents the formal structure of classes or types of objects within a domain. It organizes knowledge by using a controlled vocabulary to make it easier to find related information. Job Type: Contract"
366,Entry level,Full-time,"BI Analyst II  Vinings, GA 30339  3 month Contract-to-Hire   As the Business Intelligence Analyst for the Business Analytics organization, you'd be responsible for developing data solutions in conjunction with key initiatives driven by the different business groups within the organization. You'll be working mostly with SQL and Tableau, as well as other up and coming tools that are being utilized in order to tranform data into something understandable to non-IT colleagues. The teams are broken into different groups, such as Marketing, Sales, Customer Care, Technical Operations, Finance, and Human Resource Analytics and you are responsible for building reports and providing insights to those units.     Requirements:   Bachelor of      Science in Computer Science, Computer Information Systems, Management      Information Systems, Information Technology, Applied Statistics, or      closely-related degree.  Minimum 2 years of experience in advanced SQL development and troubleshooting      experience.  Proven track      record of business analysis, requirement definition and solution delivery.      Examples will be requested during interview.  Data      Visualization experience (Tableau / Cognos / SSRS) strongly preferred.  Good      organizational and interpersonal skills with the ability to work with      various functional areas of the organization.   Great      attention to detail.  Ability to      work well in a fast-paced environment.  Flexibility      and a positive attitude.  Objectives: Functions      as a liaison between the client, community, and internal IT and/or      external software vendors to develop system solutions to processing      systems or business problems.  Develop data      solutions in conjunction with key initiatives within the organization.  Analyze      and revise existing system logic difficulties and documentation, as      necessary.  Reviews      project proposals, including gathering facts, analyzing data, and      preparing project overview which compares alternatives in terms of cost,      time, availability of equipment, and personnel, etc. Recommends course of      action.  Prepare      detailed specifications from which programs will be written.  Identify and assesses probable interactions of related computer systems and      predicts impact of a change in assigned system.  Ensures data quality and integrity across data-specific application      implementations.  Supports      the testing team and business users in validating that the programs meet      the requirements.  Consistent      exercise of independent judgment and discretion in matters of      significance.  Other      duties and responsibilities as assigned."
367,Mid-Senior level,Full-time,"SummaryThink of what we can do together, and let’s build it. We move fast and exceed expectations because we trust our people and our collective genius when innovating together. At ITZ-LLC, passion and dedication will take you to any height you can imagine. Join us to help us solve the government’s most challenging engineering problems with people who think differently than the rest.DutiesInterpret, edit, and control Interface Control Documentation (ICDs)Review, analyze, develop and prepare technical specifications.Organize, analyze and prepare technical data reportsConvert technical data reports into presentations and present the materialUnderstand and edit engineering technical drawingsFamiliarity with requirements engineering and CM processesAble to review platform integration designs and analyze engineering dataQualificationsA MINIMUM bachelors or higher in an engineering or science discipline from an accredited school.At least 3 years of professional experience that consisted of engineering functions. Current DOD security clearance.Active Secret Clearance is preferred, eligibility is required.DisclaimerQualified applicants will receive consideration for employment without regard to, and will not be discriminated against on the basis of, race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status."
368,Associate,Full-time,"Client:MicrosoftLocation:RedmondPosition Summary:Need coders with test experience. Write code. (skill sets: Java C# Linux. Hadoop. Spark.)Test are written as scenarios. Big data processingDevelopers needed to run and analyze what is failingWriting test cases. Testing open source Hadoop componentsIntegrating test with their current test infrastructureDebugging and running HDInsight product. Encompasses multiple spark HadoopDevelopers needed to run and analyze what is failingJob Responsibilities:Hadoop, Spark, Kafka, Relational SQL and NoSQL databases Experience with Spark, or the Hadoop ecosystem and similar frameworkObject-oriented/object function scripting languages such as Python, Java, C#Process unstructured data into a form suitable for analysis – and then do the analysis.Candidate Requirements (Knowledge, Skills, Ability, Certification, Education Level):University degree in Computer Science, Engineering or equivalent preferred) Top 3 must-have hard skills:Coders with spark and Hadoop experience; Java C# Linux. Hadoop. Spark; testing experience"
369,Entry level,Full-time,"Role: Entry Level Software DeveloperLocation: Atlanta, GA Note: Please send your resume at r.jayakanth@tcs.com Job Description: TCS is seeking junior level professionals who are instrumental in fostering a culture of data informed decision making. More importantly, candidates must have both the technical and analytical background, but also be self-motivated, work well with teams, and passionate about the work they are doing. Criteria : Should graduate from the following core majors: Bachelor of Science in data science, Computer Science (CS), Information Technology (IT), Information Systems (IS), Computer Engineering (CE), Informatics, or Software Engineering (SE),Electrical & Electronics Engineering"
