,Level,Type_of_Job,Description
43,Mid-Senior level,Full-time,"Senior Data Engineer at a leading investment firm in Boston  undergoing a data transformation that will change the way they look at data internally. This person will lead the charge of this data transformation.     The Position Work with a development group to analyze and normalize large quantities of data in order to inform trading decisions made by the Quantitative Investment Research group Collaborate with Data Engineering team to improve data handling strategies Create new APIs for the system Verify and test developed solutions Be in charge of training the current team members on new systems that are implemented Background and Experience A bachelor’s degree in Computer Science or Computer Engineering Experience programming in Python, SQL, C#, C++, or Java Experience with Hadoop, MongoDB, Postgres Strength in evaluating, adopting, and designing databases Strength in debugging data base systems Knowledge of data architecture A detail-oriented, energetic attitude Data warehousing experience a plus  This is a full-time and permanent position located in Boston, MA."
44,Not Applicable,Full-time,"Riot's Data developers build tools to understand and delight our worldwide players using petabytes of data and state-of-the-art data processing technology. Handling the potential these data offer is a tremendous and complex task. As we continue delivering and scaling content to passionate gamers, our discipline has challenges and opportunities centered on crafting, building, and maintaining data products that support our growth. Whether you are a Data Scientist modeling game systems, a Data Engineer bringing scale and efficiency to systems, or a Data Architect organizing data in ways that make data products more player-focused and dependable, we need you to help push forward our “Player Experience First” goals.Riot Data Scientists combine their wide technical expertise across data processing, automation, machine learning (""ML""), artificial intelligence (""AI""), and experimental design to inform decisions and develop data-powered products. As a Senior Data Scientist, you’ll dive into projects that focus on cross-team goals. You’ll provide other data scientists with a north star of “what extraordinary data science should look like"". You are the lead for complex or significant technical work, where the problem requires evaluation of intangibles. You can customize methods to suit an unusual data problem and juggle technical requirements. You work at a multi-team scale, guiding product vision, technical designs, and other scientists' development across an organization. You lead by example, but you also lead by leading - you achieve results while elevating others' data science craft.As a Senior Data Scientist on the League Data Central team, you will work on a team that collaborates on multi-functional projects that range from in-game features to content design to infrastructure. In a world of high-volume and complexity, you will develop products that bring personalization, optimization, and scale to players.This role would report directly into the Data Science Manager for League of Legends.ResponsibilitiesDesign and implement data science systems (ML, AI, optimization, and statistics)Improve the scale and efficiency of data science approachesPair with data engineers to design deployments and pipelinesImprove team technical craft with peer reviews, paper reading, and tech prototypingIdentify new product opportunities and collaboratively develop them with partnersRepresent data products to non-technical partners and collaboratorsRequired QualificationsAn MS or PhD in Engineering, Computer Science, Physics, Statistics, or related field5+ years data science experience3+ years productionalizing code into live systemsProficiency in Python and SQLDesired Qualifications2+ years hands on experience with petabyte-processing-capable technologies such as Spark or HadoopExperience setting up and using with cloud infrastructure (e.g., AWS)Understand trade-offs between data infrastructure and database systemsFamiliarity with iterative development methodologies like Scrum, Agile, etc.Familiarity with Java, Scala, C++Familiarity with gitFor this role, you'll find success through craft expertise, a collaborative spirit, and decision-making that prioritizes the delight of players. We will certainly be looking at your past studies and experience, but for this role, we also look for dedicated people with a personal relationship with games. If you embody player empathy and care about the experiences of players, this could be the role for you!Our PerksWe offer medical, dental, and vision plans that cover you, your spouse/domestic partner, and children. Life insurance, parental leave, plus short-term and long-term disability coverage are also available. Riot will support your retirement benefits with a company match, and double down on your donations of time and money to non-profit charitable organizations. Balance between work and personal life is encouraged with open paid time off, and a play fund so you can broaden and deepen your personal relationship with games.It’s our policy to provide equal employment opportunity for all applicants and members of Riot Games, Inc. Riot Games makes reasonable accommodations for handicapped and disabled Rioters and does not unlawfully discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity or expression, national origin, age, handicap, veteran status, marital status, criminal history, or any other category protected by applicable federal and state law, including the City of Los Angeles’ Fair Chance Initiative for Hiring Ordinance relating to an applicant's criminal history (LAMC 189.00)."
45,Not Applicable,Full-time,"Riot's Data developers build tools to understand and delight our worldwide players using petabytes of data and state-of-the-art data processing technology. Handling the potential these data offer is a tremendous and complex task. As we continue delivering and scaling content to passionate gamers, our discipline has challenges and opportunities centered on crafting, building, and maintaining data products that support our growth. Whether you are a Data Scientist modeling game systems, a Data Engineer bringing scale and efficiency to systems, or a Data Architect organizing data in ways that make data products more player-focused and dependable, we need you to help push forward our “Player Experience First” goals.Riot Data Scientists combine their wide technical expertise across data processing, automation, machine learning (""ML""), artificial intelligence (""AI""), and experimental design to inform decisions and develop data-powered products.As a Data Scientist on the League Data Central team, you will work on a team that collaborates on multi-functional projects that range from in-game features to content design to infrastructure. In a world of high-volume and complexity, you will develop products that bring personalization, optimization, and scale to players.This role would report directly into the Data Science Manager for League of Legends.ResponsibilitiesDesign and implement data science systems (ML, AI, optimization, and statistics)Collaborate with data engineers to design deployments and pipelinesParticipate in peer review, paper reading, and tech prototypingIdentify new product opportunities and collaboratively develop them with partnersRepresent data products to non-technical partners and collaboratorsRequired QualificationsAn MS or PhD in Engineering, Computer Science, Physics, Statistics, or related field2+ years data science industry experience1+ years productionalizing code into live systemsProficiency in Python and SQLDesired QualificationsHands-on experience with petabyte-processing-capable technologies such as Spark or HadoopFamiliarity with iterative development methodologies like Scrum, Agile, etc.Familiarity with gitExperience collaborating with a product team to provide data solutionsFor this role, you'll find success through craft expertise, a collaborative spirit, and decision-making that prioritizes the delight of players. We will certainly be looking at your past studies and experience, but for this role, we also look for dedicated people with a personal relationship with games. If you embody player empathy and care about the experiences of players, this could be the role for you!Our PerksWe offer medical, dental, and vision plans that cover you, your spouse/domestic partner, and children. Life insurance, parental leave, plus short-term and long-term disability coverage are also available. Riot will support your retirement benefits with a company match, and double down on your donations of time and money to non-profit charitable organizations. Balance between work and personal life is encouraged with open paid time off, and a play fund so you can broaden and deepen your personal relationship with games.It’s our policy to provide equal employment opportunity for all applicants and members of Riot Games, Inc. Riot Games makes reasonable accommodations for handicapped and disabled Rioters and does not unlawfully discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity or expression, national origin, age, handicap, veteran status, marital status, criminal history, or any other category protected by applicable federal and state law, including the City of Los Angeles’ Fair Chance Initiative for Hiring Ordinance relating to an applicant's criminal history (LAMC 189.00)."
46,Mid-Senior level,Full-time,"Build and lead a team of data scientists to partner with cross-functional teams across the organization from product to marketing to engineering. Work closely with product managers, marketing, designers, and engineers to prioritize data projects which will maximize business impact and inform product strategy and planning. Be hands-on in conducting AB test analysis and provide actionable insights regarding product/UX changes for user onboarding, engagement, retention, and monetization. Dive deep into product usage patterns and develop domain expertise about segments of user behaviors and interests for online news and content. Help create and improve predictive models (e.g. predict user lifetime value or user churn). REQUIREMENTS  Technical university degree or equivalent knowledge Experience managing a team focused on data science / analytics Strong communication and leadership skills 5 or more years of analytical work experience related to apps or websites 3 or more years experience in one or more programming languages used for data analysis (Python, R, etc.) Advanced SQL Intermediate knowledge of applied statistics (fit regression curves, build predictive models, choose sample sizes, etc.) Experience with A/B testing"
47,Mid-Senior level,Contract,"LanceSoft Inc is hiring for a full stack Java Developer. Candidate will be responsible for developing testable, efficient Java/Java EE applications and maintenance of existing services and applications, verifying system logic by developing unit-tests and debugging during development and testing cycles. Contribute in all phases of the development lifecycle.   Required Qualifications:    5+      years of Java application development experience  3+      Oracle, MS SQL or similar DBMS experience (tables, relations, indexes,      stored procedures, etc.)  3+      experience developing Web services or Rest services  Unix/Linux      experience  Excellent      knowledge of JVM internals and J2EE architecture/design patterns, Object      Oriented Design methodologies, SOA, data modeling techniques  Good      verbal, written, and interpersonal communication skills  BS/MS      degree in Computer Science, Engineering or related educational experience  Desired      Qualifications  JBoss      EAP experience  Messaging      queue experience  IBM      MQ  Red      Hat Linux experience  Experience      using: Spring, JUnit, DAO, EJB, JMS, MDB, ANSI SQL, SVN, Maven,      Rational/Visio modeling    Nice to have:    Experience      in building Web UI using Angular."
48,Mid-Senior level,Full-time,"*Please note we are only looking for candidates currently working for a management consulting firm (such as MBB, Big 4, Accenture, IBM), Boutique Analytics & Data Science Consultancies, Software providers or Fortune 500 firm. All candidates will be either US Citizens or US Residents""*   My client is one of the most prestigious global management consulting firms on the planet (one of the ""BIG 4"") and consistently ranked as one of the best firms to work for. They work with over 75% of the Fortune 500 covering all industry sectors. They have the enviable reputation of working across both strategy, architecture, design and implementation enabling their consultants to work through the entire life-cycle of a project.   Data Science, Analytics, Artificial Intelligence (AI) and Machine Learning are the hottest skills right now in management consultancy and my client is without doubt the leading firm in the US market. In today's complex and connected world, it requires the ability to combine a high-performance blend of humans with machines, automation with intelligence, and business analytics with data science. They have over 2000 data scientists who focus on helping clients find ways to turn everyday information into actionable insights by embedding analytics across their organization’s strategy, operations, and systems, and by building analytics into core organizational areas, including customer, workforce, supply chain, finance and risk. My client are also leading the market in the development of new AI and Data Science software products that are taking tor their clients in conjunction with their deep consulting expertise. Most businesses are making a fundamental shift from experience-based strategy to data-driven strategic decision making to achieve business outcomes faster than before to enhance operational excellence, new products and services, competitive agility, and growth.   The Artificial Intelligence (AI) Solution Architect is responsible for architecting, positioning, developing and deploying enterprise solutions which include components across the Artificial Intelligence spectrum such as Chatbots, Virtual Assistants, Machine Learning, and Cognitive Services (e.g. Vision/Image, Textual/Language processing). This role is to implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to manage data, predict scenarios and prescribe actions. Experience working with cloud-based as well as client-owned platforms are both useful.  Your experience should be in two or more of the following data ecosystems:  The Role  You will be responsible for:   Strategy, Architecture Design, Developing and Deploying enterprise solutions which include components across the      Artificial Intelligence spectrum such as Chatbots, Virtual Assistants,      Machine Learning, and Cognitive Services (e.g. Vision/Image, Textual/Language      processing).    Managing teams in the identification of      business requirements, functional design, process design (including      scenario design, flow mapping), prototyping, testing, training, defining      support procedures.  Managing full life cycle implementations and d      evelop statements of work and/or client proposals.  Identifying business opportunities      to increase usability and profitability of information architecture.  Developing and managing vendor and client       relationships.  Managing  resources and budget on client      projects.    Qualifications  4 to 15 years of relevant Analytics consulting or industry      experience  At least 3 years of experience working with SparkCognition,      Expert System, Microsoft Cognitive Services, IBM Watson, Numenta,      Deepmind, CognitiveScale, CustomerMatrix, IPSoft, Pega, Salesforce      Einstein, Google Cloud Platform/Tensor Flow  or Amazon Web      Services/Sagemaker,  Conversational AI experience - At least 6 months experience      working with Amazon Lex, IPSoft Amelia, Microsoft Luis, IBM Watson Assistant      or Open Source RASA  Demonstrated expertise with one full life cycle analytics      engagement across strategy, design and implementation.  2+ years of experience leading workstreams or small teams  Bachelor's Degree in Engineering, Mathematics, Empirical Statistics      or 4 years equivalent professional experience  Ability to travel 80% of the time to client site (Monday –      Thursday)   Desirable (not essential skills)  Experience with AWS technologies such as      Amazon Connect, AWS Lambda, Amazon Lex, DynamoDB, S3 etc  Contact Center experience. WFM, CRM, WFO,      and contact center solutions  Experience designing and implementing      Apache Open Source (Kafka, Storm, Spark) Frameworks to process end to end      data management life cycle for NLP, Machine Log Algorithms, Text Mining      algorithms.  Solution Architecture across analytics and      data science  Full Stack Developers and Full Stack      Architecture   My client is seeking both Manager and Principal level candidates to join their practice in The US. My client have over 75 office locations in The USA and are hiring across most US States from East Coast to West Coast, from Midwest to South Central and Pacific.   In order to apply for these roles, please email rakesh.pabbi@consultingpoint.com a word version CV and cover letter explaining why you are suitable. You can also call Rakesh Pabbi at +1 617 778 7138 or +44 780 1179 671. Rakesh is a former PwC & KPMG management consultant and was voted UK Recruiter of the Year for 6 years running.   Consulting Point Search is a multi-award winning talent advisory and search firm, headquartered in the UK, and with offices in The USA and Hong Kong. We have specialised in management consultancy since 2003 and operate across all industry verticals and services lines. The firm was founded by ‘Big 4’ management consultants to combine industry experience with talent acquisition and search excellence. We work on assignments for leading strategy houses, Big 4, specialist consultancies, private equity firms and internal consulting divisions within major firms across the globe, recruiting permanent and interim staff at all levels from analyst to global partners and C-level executives.  We have attained industry recognition including being voted “Top management consultancy recruitment firm” in consecutive years and acknowledged as having the greatest candidate reach in management consultancy of any UK based firm.       "
49,Mid-Senior level,Full-time,"Senior Data Scientist New York, NY  What’s the role? The Staff Risk and Investigations team within Chief Risk and Compliance Office (CRCO) is responsible for implementing an Insider Threat program across the firm, including designing and building dynamic models focused on detecting anomalous user behavior and other high risk events. Our company is seeking a highly capable individual to join the Staff Risk and Investigations team (SR&I) to help enhance the Insider Threat program by working closely with security and development teams to solve complex risk and security challenges.  We’ll trust you to:Work with the relevant partners to help solve complex problems Collect and curate data needed to understand potential solutions to the problems Proactively explore, research, describe and analyze data Communicate the insights and results of your analysis the team Develop and maintain strong working relationships with lines of business, and key partners and stakeholders including Information Security, Technology, Physical Security, Incident Management, Legal, HR and others Continuously evaluate changes in actors, tactics, techniques and targets to enhance threat scenarios and use cases and make recommendations to ensure a data strategy that maintains pace with a changing insider threat landscape  You’ll need to have:Minimum of 6 years of data science/engineering experience Strong Python programming skills with an understanding of what it takes to write high quality code Familiarity and comfort with most aspects of Python 3 including object-oriented programming and the data science stack Initiative and ability to thrive in a dynamic, fast-paced, and collaborative environment with minimum supervision Demonstrated success in managing projects and working closely with business stakeholders Demonstrated expertise in working with and handling extremely sensitive materials and information Exposure to or knowledge of employment and/or privacy laws Strong oral and written communications skills Strong interpersonal and leadership skills Ability to work in a work in a fast paced environment including translation of complex concepts and issues into insights for Senior Management and non-technical audiences Awareness of latest cyber security trends and developments  We'd Love To See: Experience in a role related to insider threat, corporate investigations, internal audit, counterintelligence, compliance, risk or related field A passion for designing and building software to help solve problems Good conceptual knowledge of probability and statistic Familiarity/interest in learning our technology stack: Python 3 development experience (flask, SQLAlchemy, requests, etc.) Python data science stack (numpy, pandas, matplotlib, sklearn, Jupyter, etc.) JavaScript, React, D3.js, Sigma.js"
50,Internship,Full-time,"MissionSaturn Cloud helps companies perform data science at a new level of scale, with one-click solutions, to solve the world’s hardest problems. Our product is a SaaS platform which equips data science teams with high-leverage automation tools, eliminating hours of traditional, manual work. The platform is user-friendly, scalable and secure.You will be a Data Scientist (internship position) for Saturn Cloud, an exciting new venture founded by the creators of Anaconda, NumPy, and SciPy. The role is features participating in all product activities from inception to delivery, including engaging in discussion with Fortune 1000 customers to understand their needs, working with engineering to build insights, and coordinating with various internal stakeholders to ensure success.ResponsibilitiesWork on high-visibility projects (e.g. price optimization, content marketing, and demand forecasting)Participate in customer engagement, product definition, success metrics, prioritize features, to deliver a polished market-ready productConduct end-to-end analysis that includes data gathering and requirements specification, processing, analysis, and effectively communicate findings and provide key insights/recommendations to various functional leadsOwn cross-functional interactions for your features (across eng/marketing/field/sales)RequirementsDegree or currently pursuing degree in a quantitative discipline (e.g. Operations Research, Statistics, Economics)Proficient knowledge of R or Python, SQLComfortable with quantitative analysis, statistical techniques, data miningGood communicator (written & visual presentation)Strong interpersonal skills and ability to influence othersGreat team playerBenefitsCompetitive salary commensurate with your growing experienceOpportunity for stock options in early-stage venture poised for scaleMedical, dental, vision coverageAwesome coworkersAbout UsOur mission is to transform the businesses of our customers by making data science faster. Founded by the creators of Anaconda, NumPy and SciPy, Saturn provides a powerful data science platform for teams to build and manage data products. Our clients boast accelerated value creation cycles with Saturn by automating key elements of their analytics workflows and reaching new levels of productivity. We make data scientists happier and their businesses more successful. For more information, visit www.saturncloud.io"
51,Mid-Senior level,Full-time,"Entytle’s cloud-based software creates highly qualified opportunities for the aftermarket business, driving top-line growth, improved sales cycle time and predictable revenue. With Entytle, aftermarket sales teams have actionable and timely insights into customers’ needs and can close more sales in less time.How? Our Aftermarket Engagement Platform aggregates and enriches customer data, analyzes customer history and behavior using sophisticated machine learning and statistical analysis, and surfaces actionable customer insights to drive aftermarket revenue growth.Entytle is a 2016 Red Herring - North America Top 100 Company. The company has funding from Accel Partners, is based in Austin, TX and is hiring awesome, entrepreneurial employees to join the rapidly growing team.MissionLead the data science team in delivering innovative but pragmatic solutions to help our customers drive aftermarket salesOutcomesWork collaboratively with Entytle stakeholders to identify key questions that need to be addressed and then leverage the data science team to deliver required capabilitiesDesign, architect and deliver a well-structured data science platform for research and execution of data and analytics projectsCreate and maintain an efficient and effective Data Science TeamPosition DescriptionThe position reports to the VP of Analytics. You will lead the vision, design and development of Entytle’s data science solutions. You will work with other data scientists, engineers and product managers leading the development of innovative data science models (e.g. AI, ML) in support of our installed base sales automation application. Your communication skills will allow you to work closely with our manufacturing-based customers. You will use your agile experience to work with our geographically dispersed teams.ResponsibilitiesMeet with external customers and experts to understand business challenges and propose new modeling and algorithmic solutions that leverage the latest in statistical and machine learning techniques.Study data sources and find insights/correlation to investigate how data science can be used to solve existing and new business challenges.Apply statistical analysis and modeling techniques on small and large datasets to solve specific business problems in the installed base sales automation domain.Provide strategic leadership in selection of platform, tools, techniques and processes in the practice of Data Science discipline.Work collaboratively with your data science team, engineers, developers and product management to translate business requirements into technical requirements that can be addressed with statistical and machine learning techniques.Provide mentorship to other Data Scientists on your team.Own and drive contemporary best practices in applying and deploying data science at scale.CompetenciesStrong sense of and an ability to cultivate an environment of teamwork, and a willingness to help others.Ability to effectively communicate technical concepts to both technical and non-technical staff members and customers.Proficiency in data analysis and programming languages such as SQL, Python, and R.4-8 years hands-on experience in machine learning, statistics or experiment design.Master’s Degree required (PhD would be a plus) in Statistics, Mathematics, Econometrics, Operations Research, Computer Science, Physics or a related field with focus on data analysis.Expertise in machine learning, statistics, data analysis. Must have an excellent knowledge of advanced methods, and experience in applying those methods to a variety of problems.Solid grasp of probability, statistical or mathematical modeling with analytical and quantitative problem-solving ability. Experience with time-series analysis would be a plus.Demonstrated experience in applying machine learning to real-world problemsMust have delivered data science components as part of a commercial solution at scale.Familiarity with software development cycles, source control systems (including Git), databases, and cloud computing platforms such as AWS.Knowledge of large equipment manufacturing, installed base sales, recurring revenue, and equipment service would be a plus."
52,Internship,Internship,"Organization Description AutoGrid?s mission is to organize the exponentially increasing amount of energy data produced from a networked and automated grid and make it useful and actionable for electricity generators and providers, grid operators, and electricity users. With deployments of smart meters, distributed generation, and other building and grid sensing technologies now reaching critical mass, all participants in the electricity supply chain find themselves having to process and analyze thousands of times more data than they?ve had before. Most organizations that produce or consume electricity have yet to take advantage of this information to improve their decision-making processes and lower their costs. AutoGrid enables Utilities, Electricity Service Providers, Grid Operators, DR Aggregators, and End-Users to precisely forecast, monitor and control power consumption securely and in real-time, maximizing the value of existing assets with Software Defined Power Plants. Job Description AutoGrid is seeking Data Science Interns for Summer 2018. We are a rapidly growing company with significant market traction and a large pipeline of diverse opportunities. As such the role will be dynamic and varied, requiring a versatile self-starter willing to dive in to multiple initiatives. Over 10 weeks the intern can expect to become deeply involved in implementing user features and analytics models that will run in production. Our goal is to give the intern exposure to a range of data science techniques and current big data technologies, through the experience of applying them to the energy industry. This role will provide an excellent opportunity to implement features that run in production, at scale. Qualifications Experience in one or more of the following: PythonStream processing frameworksSQLBig Data analyticsAlgorithms in machine learning and econometrics: eg. random forest, SVR, ARIMAExperience in energy and electric utilities is a plus"
53,Internship,Full-time,"JMA is currently seeking a Data Scientist Intern to join the Business Analytics Team in our San Francisco office. Our team is tasked with absorbing millions of rows of data from various of sources, organizing them, visualizing them, and analyzing them to help inform decision-making and investment strategies. You will be tasked with transforming complex and not always structured data sets into actionable insight for our acquisitions team. We want you to use that intuition you’ve developed (both in business and real life) to use the data we have on hand to find opportunities for growth and to develop insights that help the organization meet its investment goals, improve its performance, and positively impact the bottom line in the real estate market.Once you’re here, you’ll help engineer, analyze, and report on data to improve and streamline the due diligence process. Your work will provide digestible insights for acquisition leaders and JMA executives.What You Will DoBuild price prediction models for property value growthBuild cost prediction models for real estate developmentCollaborate with acquisitions and asset management teams to integrate your model outputsAs an early member, help set the culture, processes and tools of the data science teamWhat We Are Looking ForEducation and Prior ExperienceBS/BA required. Enrolled in a graduate program of study as a full-time studentExperience through thesis research, internships, or work experience in a science, technology, engineering or mathematics (STEM) related field, such as:Computational social scienceComputer scienceData analyticsEconomicsEngineeringGeospatial analysisMathematicsOperations researchPhysicsQuantitative financeStatisticsPrevious experience in quantitative fields including predictive modeling, statistics, financeSome experience in real estate is preferred, but not necessaryTechnical SkillsStrong quantitative, analytical, and problem-solving skillsStrong proficiency in Microsoft Excel, database management, VBA, AWS, SQLStrong proficiency in R or PythonFamiliar with GIS software and location-based data setsPersonal SkillsAbility to think and act independently to assess and prioritize new opportunities and present findings to acquisition and senior management teamsDemonstrated ability to lead and complete predictive modeling and data science related projectsSelf-starter and strong work ethic with willingness to work in a demanding, highly focused, and collaborative environmentPragmatic and gets things doneRequired EducationMaster’s educationRequired ExperienceMachine Learning, Statistics, Predictive Modeling: 1 yearWho We AreJMA is a full-service investment and development firm focusing on real estate and leisure-lifestyle assets. We work on every project scope from concept and entitlement through completion and operation. Our portfolio includes landmark properties that span hospitality, resort, destination, residential, retail, office and commercial developments. We believe their success is founded on our team’s keen understanding of the user experience and a deep knowledge of trends, tastes and desires that drive the creation of truly unique places. As a company and as members of the communities we build in, we have a firm commitment to sustainability and a responsibility to better the neighborhoods we work in – both environmentally and economically."
54,Internship,Full-time,"Worker Sub-TypeStudent (Fixed Term)Job DescriptionTHE POSITIONCylance is seeking Data Science interns who will work with machine learning at the heart of its products during the Summer of 2019. Prior experience in security is a plus, but not necessary; the right candidate will be able to gain domain expertise during the internship, surrounded by some of the computer security industry’s leading minds.At Cylance, we develop state-of-the-art machine learning techniques to solve long-standing problems in computer security. We discover novel ML techniques and applications, build systems to handle petabytes of ludicrously high dimensional data, and protect people from bad guys. We protect millions of computers from security threats, and as an intern here, you’ll do real, meaningful research. Previous interns have seen their work directly impact our products, have published papers based on their research at Cylance, or have been inventor on a patent application related to their work.The Data Science team is a critical, highly visible, and high-impact team within the company. The team brings together experts from machine learning, stats, computer science, computer security, and various applied sciences, with backgrounds including deep learning, Bayesian statistics, time-series modeling, topology, scalable data processing, and software engineering.What You Will DoApply, improve, and invent machine learning techniques to solve important problems in computer securityWrite maintainable, readable code for running experiments and proofs-of-conceptsWork with very large datasets, often with millions of dimensionsCollaborate closely with other data scientists and security expertsWho We Are Looking ForCurrent PhD and Master’s students studying machine learning, statistics, or related fields; PhD students are strongly preferredStrong math skills in general, especially linear algebra and statisticsExperience with PythonExcellent communication skills, clearly conveying ideas to others in speech and in writingKindness, and a deep willingness to help and collaborate with othersABOVE AND BEYONDIndustry experienceExperience working with the following:Python, and libraries like sklearn, numpy, scipy, pytorch, and tensorflow.Various other languages, including Scala, C/C++, C#, Java, and x86 assembly.GitSparkVarious AWS services, like EC2 and S3What We Need From You To ApplyCurrent resumeCover letter/summary expressing:Why you are interested in working at CylanceThe skills, strengths and expertise you will contribute to our diverse team of extraordinary talent and humble heartsJob Family Group NameBusiness Practices & OperationsScheduled Weekly Hours40"
55,Not Applicable,Full-time,"Job DescriptionNovelis manufacturing processes produce the operational run-time data for each coil across 15+ machine centers in various plant throughout the globe. To standardize Machine Learning models across various plants, we plan to build a Data Science platform with common set of libraries of routines. We also plan to build a common library of features used in our models allowing faster go-to-market of the new models.The Data Science Intern will help develop routines using Object Oriented Python classes and methods. Key Learnings  The Data Science Intern will learn the existing models developed by the Digital group and will help standardize those using Pipelines.  The Data Science Intern will learn/understand the manufacturing process and understand common data manipulation tasks.  The Data Science Intern will understand software development lifecycle and work in a professional environment.  The Data Science Intern may help develop a library containing all the features currently engineered. Qualifications Either have completed Masters in Software Engineering/Data Science or currently enrolled in a program  A proficient understanding of Python based Object Oriented Programming  Experience with software and model engineering concepts such as versioning, model deployment and model retraining etc.  Hands on experience with such Python libraries as Scikit-Learn, Unittest and Pytest, Flask and MLFlow  Understanding of git workflow and CI/CD.  Experience in Collaborative and Iterative Development  Desire for continuous development and learning opportunities  Strong analytical, organizational, presentation, and time management skills Minimum Experience LevelReport toScientist"
56,Internship,Internship,"Facility: Butterworth Hospital - GRAND RAPIDS, MIDepartment: Bioinformatics CoreCategory: OtherClassification: Temporary Full-time or Part-time no Benefits (C2)Working as embedded technical expert as part of an integrated cross-functional team, the Data Sciences Intern will help to develop and maintains database solutions for research. Performs support tasks for department, as directed, and maintains clear and appropriate documentation. Acts as a team member and assists the team in improving processes.Basic Qualifications:Qualifications: Currently enrolled in a Master’s degree in a data science or a related field.*Preferred Qualifications: *Skills: Familiarity with relational database management (preferred)Experienced data handling skills with SQL, R, or Python (preferred)Familiarity with data visualization tools such as Tableau or R/Shiny (preferred)Spectrum Health grants equal employment opportunity to all qualified persons without regard to race, color, national origin, sex, disability, age, religion, genetic information, marital status, height, weight, sexual orientation, veteran status, or any other legally protected category."
57,Entry level,Full-time,"SummaryThe Data Science Specialist will be part of a data science or cross-disciplinary team on development projects, typically involving large, complex data sets. This team includes statisticians, computer scientists, software developers, engineers, product managers, technicians and end users, working in concert with partners in Makino business units. Potential application areas include collected data analysis and diagnostics across multiple metal cutting machine platforms.Essential Duties And Responsibilities Develop analytics within well-defined projects to address customer needs and opportunities. Work alongside software developers and software engineers to translate algorithms into commercially viable products and services. Contribute to technical discussions and reviews as an expert in related areas of responsibility. Maintain state-of-the-art knowledge in related areas of responsibility. Communicate ideas, plans and results effectively via presentations and written reports. Generate reports, annotated code, and other projects artifacts to document, archive, and communicate your work and outcomes. Work with data engineers on data quality assessment, data cleansing and data analytics. Work effectively with peers, management, operations groups, and outside organizations. Work in technical teams in development, deployment, and application of applied analytics, predictive analytics, and prescriptive analytics. Perform exploratory and targeted data analyses using descriptive statistics and other methods. Share and discuss findings with team members. Physical Demands: The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. The physical demands include travel, typing, writing, light lifting, etc. More than 40 hours per week is often required to effectively perform this job including infrequent weekend travel/working requirements.Work Environment: Most of the work will be in an office environment with occasional overnight travel to other Makino facilities or manufacturing environments containing Makino equipment. Overnight travel is expected to be less than 20%.Required SkillsEducation and/or Experience: Master’s Degree in Electrical, Mechanical, Mathematics, Aerospace Engineering or Computer Science with demonstrated research capability or equivalent experience. Demonstrated skill in the use of one or more analytic software tools or languages (e.g., SAS, SPSS, R, Python, Matlab)  Strong background in diagnosis, prognosis and control systems analysis and synthesis. Background/familiarity/experience with metal cutting technologies Experience with multiple statistical programming languages such as Python, R, SAS etc. Database query programs (SQL, Experience with Pivotal, Postgres) Experience with Github Basic understanding of statistics and predictive algorithms. Background in Multivariate Calculus and Machine Learning. Experience with Data visualization and communication. Domain knowledge in Compute, Database, Network, and Storage Experience in IT Service Management environments. Strong background in diagnosis, prognosis and fault-tolerant control systems analysis and synthesis. Strong background in system diagnosis and prognosis algorithms development and integration. Effective verbal and written communication skills. Excellent interpersonal skills to work effectively with Makino internal and external customers."
58,Internship,Internship,"At Carta, we design products that transform the way hospitals use data to deliver care. We make analyzing data fast, easy, and useful for everyone. We're looking for Data Scientists skilled at rapid iteration and excited about solving problems that can save lives. This is a startup role, where we will ask you to wear many hats and solve many different types of problems.Best of all, when we say Data Science Internship, we mean Data Science internship--no grunt work, no code cleanup, no bug fixes. Like kaggle, you'll be solving incredibly interesting Data Science puzzles but, unlike kaggle, every puzzle you solve will measurably help save people's lives and save our healthcare system. We'll give you a unique experience to see how far you can push your Data Science skills that you won't be able to find anywhere else.You love solving complex engineering problems, by creating beautiful, and well-tested algorithms. You're a positive individual who leads by example, drives conceptual thinking, and brings a curiosity and experimental approach to solving engineering challenges. You enjoy building new features and writing elegant code. If this describes you--you belong at Carta.We have open positions in Fall and Winter and we will be reaching out to you in July regarding this role.Excited to talk to you!"
