,Level,Type_of_Job,Description
53,Entry level,Full-time,"Are you a person who loves data and who wants the opportunity to make a significant contribution and to stretch and grow your skills while working with a group of talented and driven co-workers? If so, then we want to talk to you.THE COMPANYBecker Media is a rapidly growing Oakland, CA-based agency specializing in lead generation for education clients. Founded in 1990, the business is rapidly growing our digital clients. We plan to continue our strong growth and build a company that makes a positive impact by delivering outstanding service to our clients, and by providing an environment for employees to grow and excel at every level.We are an open book management company and the ideal candidate will help contribute to our positive team culture and share our values: outstanding service to our customers, partners and each other; respect; integrity; embrace learning, growth and change; personal responsibility and accountability; and work hard and have fun.THE POSITIONThis is an extremely dynamic position and a great opportunity for someone with some limited experience in marketing analytics to build their skills and their career. The Data Science Specialist will report to the Director of our Digital practice and receive mentoring while working closely with the entire Marketing team.We'd love to talk with you if: • You possess a singular drive to succeed with little supervision, will take pride in helping a company succeed and grow, and will become a valued member of an evolving marketing team• You're the kind of person who steps outside of their list of given assignments to figure out how you can further impact the business.• You love your job and are a fun teammate.Perks of the job are awesome. You'll work with fun people who will be personally invested in the growth of your career. Our job is demanding so a good sense of humor is a huge plus.Specifically, the Data Science Specialist role will be responsible for the following:• Helping identify actionable insights into marketing campaign performance drivers• Building out dynamic dashboards data visualizations for both internal company and client-facing• Building attribution models• Predictive models related to lead outcomes• Assisting to manage and maintain lead database informationQUALITIES & QUALIFICATIONSThe successful candidate will possess the following skills and attributes:• B.S. or B.A. is required. B.S./B.A. in Marketing or a Math related field is preferred.• Multi-tasker extraordinaire; able to handle multiple projects without missing deadlines.• Strong analytical mindset; enjoy finding the ""why"" behind the numbers.• Strong written and verbal communications skills.• Demonstrated fluency with R• Demonstrated fluency with Excel• Familiar with data visualization products such as Tableau, Data Studio, or others• Comfortable with SQL• Strong work ethic, with an eye toward how you can help the business succeed in everything you do.• Self-directed and enjoys taking initiative.• We work hard and you work hard. You're excited about this because you know that you're getting twice as much experience as many of your peers.• Drive. Lots of it. You want to run the world one day, and that impresses us. If you're hungry, then this could be the career for you.• Possesses the interpersonal skills needed to work effectively throughout the organization as well as with partners and vendors.• Possesses the energy, ambition, as well as the desire to succeed and learn that are needed in a growing entrepreneurial environment.• Enjoys working hard and having fun, coupled with a good sense of humor.You're probably near the top of the list if you have a few of the following :• 12 + months' online marketing analytics experience in a fast-paced environment• Experience with BI platforms such as Tableau, Data Studio, or others• Experience using R• Experience with SQL databasesMEASURES OF SUCCESSWithin the first twelve months, the Data Science Specialist will have accomplished the following:• Proved to be a valuable addition to the Becker Media team by working effectively internally and externally while delivering a quality product.• Taken ownership of our dynamic dashboards and helped develop additional reporting assets• Be well regarded internally for providing great marketing assistance and a great eye for details, ensuring that reporting and analyses are correct and on point.We look forward to hearing from you!Local Candidates Only"
54,Internship,Internship,"Organization Description AutoGrid?s mission is to organize the exponentially increasing amount of energy data produced from a networked and automated grid and make it useful and actionable for electricity generators and providers, grid operators, and electricity users. With deployments of smart meters, distributed generation, and other building and grid sensing technologies now reaching critical mass, all participants in the electricity supply chain find themselves having to process and analyze thousands of times more data than they?ve had before. Most organizations that produce or consume electricity have yet to take advantage of this information to improve their decision-making processes and lower their costs. AutoGrid enables Utilities, Electricity Service Providers, Grid Operators, DR Aggregators, and End-Users to precisely forecast, monitor and control power consumption securely and in real-time, maximizing the value of existing assets with Software Defined Power Plants. Job Description AutoGrid is seeking Data Science Interns for Summer 2018. We are a rapidly growing company with significant market traction and a large pipeline of diverse opportunities. As such the role will be dynamic and varied, requiring a versatile self-starter willing to dive in to multiple initiatives. Over 10 weeks the intern can expect to become deeply involved in implementing user features and analytics models that will run in production. Our goal is to give the intern exposure to a range of data science techniques and current big data technologies, through the experience of applying them to the energy industry. This role will provide an excellent opportunity to implement features that run in production, at scale. Qualifications Experience in one or more of the following: PythonStream processing frameworksSQLBig Data analyticsAlgorithms in machine learning and econometrics: eg. random forest, SVR, ARIMAExperience in energy and electric utilities is a plus"
55,Internship,Full-time,"JMA is currently seeking a Data Scientist Intern to join the Business Analytics Team in our San Francisco office. Our team is tasked with absorbing millions of rows of data from various of sources, organizing them, visualizing them, and analyzing them to help inform decision-making and investment strategies. You will be tasked with transforming complex and not always structured data sets into actionable insight for our acquisitions team. We want you to use that intuition you’ve developed (both in business and real life) to use the data we have on hand to find opportunities for growth and to develop insights that help the organization meet its investment goals, improve its performance, and positively impact the bottom line in the real estate market.Once you’re here, you’ll help engineer, analyze, and report on data to improve and streamline the due diligence process. Your work will provide digestible insights for acquisition leaders and JMA executives.What You Will DoBuild price prediction models for property value growthBuild cost prediction models for real estate developmentCollaborate with acquisitions and asset management teams to integrate your model outputsAs an early member, help set the culture, processes and tools of the data science teamWhat We Are Looking ForEducation and Prior ExperienceBS/BA required. Enrolled in a graduate program of study as a full-time studentExperience through thesis research, internships, or work experience in a science, technology, engineering or mathematics (STEM) related field, such as:Computational social scienceComputer scienceData analyticsEconomicsEngineeringGeospatial analysisMathematicsOperations researchPhysicsQuantitative financeStatisticsPrevious experience in quantitative fields including predictive modeling, statistics, financeSome experience in real estate is preferred, but not necessaryTechnical SkillsStrong quantitative, analytical, and problem-solving skillsStrong proficiency in Microsoft Excel, database management, VBA, AWS, SQLStrong proficiency in R or PythonFamiliar with GIS software and location-based data setsPersonal SkillsAbility to think and act independently to assess and prioritize new opportunities and present findings to acquisition and senior management teamsDemonstrated ability to lead and complete predictive modeling and data science related projectsSelf-starter and strong work ethic with willingness to work in a demanding, highly focused, and collaborative environmentPragmatic and gets things doneRequired EducationMaster’s educationRequired ExperienceMachine Learning, Statistics, Predictive Modeling: 1 yearWho We AreJMA is a full-service investment and development firm focusing on real estate and leisure-lifestyle assets. We work on every project scope from concept and entitlement through completion and operation. Our portfolio includes landmark properties that span hospitality, resort, destination, residential, retail, office and commercial developments. We believe their success is founded on our team’s keen understanding of the user experience and a deep knowledge of trends, tastes and desires that drive the creation of truly unique places. As a company and as members of the communities we build in, we have a firm commitment to sustainability and a responsibility to better the neighborhoods we work in – both environmentally and economically."
56,Internship,Full-time,"Worker Sub-TypeStudent (Fixed Term)Job DescriptionTHE POSITIONCylance is seeking Data Science interns who will work with machine learning at the heart of its products during the Summer of 2019. Prior experience in security is a plus, but not necessary; the right candidate will be able to gain domain expertise during the internship, surrounded by some of the computer security industry’s leading minds.At Cylance, we develop state-of-the-art machine learning techniques to solve long-standing problems in computer security. We discover novel ML techniques and applications, build systems to handle petabytes of ludicrously high dimensional data, and protect people from bad guys. We protect millions of computers from security threats, and as an intern here, you’ll do real, meaningful research. Previous interns have seen their work directly impact our products, have published papers based on their research at Cylance, or have been inventor on a patent application related to their work.The Data Science team is a critical, highly visible, and high-impact team within the company. The team brings together experts from machine learning, stats, computer science, computer security, and various applied sciences, with backgrounds including deep learning, Bayesian statistics, time-series modeling, topology, scalable data processing, and software engineering.What You Will DoApply, improve, and invent machine learning techniques to solve important problems in computer securityWrite maintainable, readable code for running experiments and proofs-of-conceptsWork with very large datasets, often with millions of dimensionsCollaborate closely with other data scientists and security expertsWho We Are Looking ForCurrent PhD and Master’s students studying machine learning, statistics, or related fields; PhD students are strongly preferredStrong math skills in general, especially linear algebra and statisticsExperience with PythonExcellent communication skills, clearly conveying ideas to others in speech and in writingKindness, and a deep willingness to help and collaborate with othersABOVE AND BEYONDIndustry experienceExperience working with the following:Python, and libraries like sklearn, numpy, scipy, pytorch, and tensorflow.Various other languages, including Scala, C/C++, C#, Java, and x86 assembly.GitSparkVarious AWS services, like EC2 and S3What We Need From You To ApplyCurrent resumeCover letter/summary expressing:Why you are interested in working at CylanceThe skills, strengths and expertise you will contribute to our diverse team of extraordinary talent and humble heartsJob Family Group NameBusiness Practices & OperationsScheduled Weekly Hours40"
57,Not Applicable,Full-time,"Job DescriptionNovelis manufacturing processes produce the operational run-time data for each coil across 15+ machine centers in various plant throughout the globe. To standardize Machine Learning models across various plants, we plan to build a Data Science platform with common set of libraries of routines. We also plan to build a common library of features used in our models allowing faster go-to-market of the new models.The Data Science Intern will help develop routines using Object Oriented Python classes and methods. Key Learnings  The Data Science Intern will learn the existing models developed by the Digital group and will help standardize those using Pipelines.  The Data Science Intern will learn/understand the manufacturing process and understand common data manipulation tasks.  The Data Science Intern will understand software development lifecycle and work in a professional environment.  The Data Science Intern may help develop a library containing all the features currently engineered. Qualifications Either have completed Masters in Software Engineering/Data Science or currently enrolled in a program  A proficient understanding of Python based Object Oriented Programming  Experience with software and model engineering concepts such as versioning, model deployment and model retraining etc.  Hands on experience with such Python libraries as Scikit-Learn, Unittest and Pytest, Flask and MLFlow  Understanding of git workflow and CI/CD.  Experience in Collaborative and Iterative Development  Desire for continuous development and learning opportunities  Strong analytical, organizational, presentation, and time management skills Minimum Experience LevelReport toScientist"
58,Internship,Internship,"Facility: Butterworth Hospital - GRAND RAPIDS, MIDepartment: Bioinformatics CoreCategory: OtherClassification: Temporary Full-time or Part-time no Benefits (C2)Working as embedded technical expert as part of an integrated cross-functional team, the Data Sciences Intern will help to develop and maintains database solutions for research. Performs support tasks for department, as directed, and maintains clear and appropriate documentation. Acts as a team member and assists the team in improving processes.Basic Qualifications:Qualifications: Currently enrolled in a Master’s degree in a data science or a related field.*Preferred Qualifications: *Skills: Familiarity with relational database management (preferred)Experienced data handling skills with SQL, R, or Python (preferred)Familiarity with data visualization tools such as Tableau or R/Shiny (preferred)Spectrum Health grants equal employment opportunity to all qualified persons without regard to race, color, national origin, sex, disability, age, religion, genetic information, marital status, height, weight, sexual orientation, veteran status, or any other legally protected category."
59,Entry level,Full-time,"SummaryThe Data Science Specialist will be part of a data science or cross-disciplinary team on development projects, typically involving large, complex data sets. This team includes statisticians, computer scientists, software developers, engineers, product managers, technicians and end users, working in concert with partners in Makino business units. Potential application areas include collected data analysis and diagnostics across multiple metal cutting machine platforms.Essential Duties And Responsibilities Develop analytics within well-defined projects to address customer needs and opportunities. Work alongside software developers and software engineers to translate algorithms into commercially viable products and services. Contribute to technical discussions and reviews as an expert in related areas of responsibility. Maintain state-of-the-art knowledge in related areas of responsibility. Communicate ideas, plans and results effectively via presentations and written reports. Generate reports, annotated code, and other projects artifacts to document, archive, and communicate your work and outcomes. Work with data engineers on data quality assessment, data cleansing and data analytics. Work effectively with peers, management, operations groups, and outside organizations. Work in technical teams in development, deployment, and application of applied analytics, predictive analytics, and prescriptive analytics. Perform exploratory and targeted data analyses using descriptive statistics and other methods. Share and discuss findings with team members. Physical Demands: The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. The physical demands include travel, typing, writing, light lifting, etc. More than 40 hours per week is often required to effectively perform this job including infrequent weekend travel/working requirements.Work Environment: Most of the work will be in an office environment with occasional overnight travel to other Makino facilities or manufacturing environments containing Makino equipment. Overnight travel is expected to be less than 20%.Required SkillsEducation and/or Experience: Master’s Degree in Electrical, Mechanical, Mathematics, Aerospace Engineering or Computer Science with demonstrated research capability or equivalent experience. Demonstrated skill in the use of one or more analytic software tools or languages (e.g., SAS, SPSS, R, Python, Matlab)  Strong background in diagnosis, prognosis and control systems analysis and synthesis. Background/familiarity/experience with metal cutting technologies Experience with multiple statistical programming languages such as Python, R, SAS etc. Database query programs (SQL, Experience with Pivotal, Postgres) Experience with Github Basic understanding of statistics and predictive algorithms. Background in Multivariate Calculus and Machine Learning. Experience with Data visualization and communication. Domain knowledge in Compute, Database, Network, and Storage Experience in IT Service Management environments. Strong background in diagnosis, prognosis and fault-tolerant control systems analysis and synthesis. Strong background in system diagnosis and prognosis algorithms development and integration. Effective verbal and written communication skills. Excellent interpersonal skills to work effectively with Makino internal and external customers."
60,Internship,Internship,"At Carta, we design products that transform the way hospitals use data to deliver care. We make analyzing data fast, easy, and useful for everyone. We're looking for Data Scientists skilled at rapid iteration and excited about solving problems that can save lives. This is a startup role, where we will ask you to wear many hats and solve many different types of problems.Best of all, when we say Data Science Internship, we mean Data Science internship--no grunt work, no code cleanup, no bug fixes. Like kaggle, you'll be solving incredibly interesting Data Science puzzles but, unlike kaggle, every puzzle you solve will measurably help save people's lives and save our healthcare system. We'll give you a unique experience to see how far you can push your Data Science skills that you won't be able to find anywhere else.You love solving complex engineering problems, by creating beautiful, and well-tested algorithms. You're a positive individual who leads by example, drives conceptual thinking, and brings a curiosity and experimental approach to solving engineering challenges. You enjoy building new features and writing elegant code. If this describes you--you belong at Carta.We have open positions in Fall and Winter and we will be reaching out to you in July regarding this role.Excited to talk to you!"
61,Internship,Internship,"Position: Data Scientist Intern – March, 2019, Payformance Solutions (hourly position)  Office: Chicago, IL Why We’re Excited To Get To WorkThe mission for Payformance Solutions is simple. We aim to be a catalyst for payment transformation in the healthcare industry. Our proprietary software solutions allow payers and providers to focus on what really matters: providing patients with access to care that yields the best health outcomes, at the lowest costs.The healthcare industry is complex and fragmented. Payers and providers are faced with a lack of transparency and conflicting financial goals that fail to consider the health outcomes of patients. We help stakeholders plan, negotiate, operate and optimize value-based reimbursement programs by leveraging our industry-leading research and technology to develop alternative payment strategies. Our comprehensive, full-service approach ensures that your organization’s transition to value-based care accelerates smoothly with speed and flexibility while improving the quality of care.What We Are Looking ForOur team is currently looking for a data science intern to join our team. This position will help support our data analytics needs. As a data science intern, you will utilize a diverse array of technologies and tools as needed to deliver insights, such as Python, SQL, Jupyter, D3.js, and other related software. You will be a contributor to the team, tasked with developing analytics models and algorithm solutions.What You ’ Ll Do Assist with data / business analytics needs  Utilize a diverse array of technologies and tools to deliver insights: Python, R, Jupyter, Spark, Hadoop, and AWS Athena  Analyze and model structured data, and implement algorithms to support analysis using advanced statistical and mathematical methods from statistics, machine learning, data mining, econometrics, and operations research  Work with developers and engineers to spec out database models and determine implementation of algorithms  Model building and testing  Perform analysis using big data sources that provide insight and value  Assist in creating reports and provide timely analysis What You’ll Bring To The Table Currently enrolled in a Masters or PhD degree program from an accredited college/ university in quantitative fields (e.g., Computer Science, Engineering, Statistics, Economics, Data Analytics, or related field)  Proficiency with Python, SQL, and R  Knowledge of, or willingness and aptitude to learn, healthcare and claims data  Knowledge of building time series, spatial, or financial forecasting models for prediction  Strong mathematical background with strong knowledge in at least one of the following fields: statistics, data mining, machine learning, statistics, operations research, econometrics, natural language processing, and/or information retrieval  Experience in extracting, cleaning, preparing and modeling data  Knowledge of data analytics methodologies, including distribution testing, data cleaning and transformation  Knowledge of data visualizations, including sequence plots, histograms, heat maps, and box plots  Excellent interpersonal and communication skills  Excellent quantitative skills and programming skills  Experience working with large data sets  Experience working with presentation software, such as D3, Tableau, and MS PowerPoint  Demonstrated ability to work independently and in teams  Demonstrated ability to complete work on time Not To Boast, But a Little Bit About UsPayformance Solutions is a health-tech company dedicated to advancing payment transformation in the healthcare industry. We are a wholly owned subsidiary of Altarum Institute, a nonprofit systems research and consulting organization that has been servicing government and private sector clients since 1946.Altarum Institute (Altarum) is a nonprofit organization headquartered in Ann Arbor, Michigan. Altarum serves the public good by solving complex systems problems to improve human health. Altarum creates and implements solutions to advance health among vulnerable and publicly-insured populations. Public sector clients include the U.S. Department of Defense, Department of Health and Human Services, Department of Agriculture, Department of Veterans Affairs, the Occupational Safety and Health Administration, and various state agencies nationwide. Altarum also serves clients in the philanthropic and private sectors. Areas of expertise include health data and analytics; value-based care; public health systems design, development and information exchange; behavioral health and substance use disorders; childhood and adolescent health; medical education; food and nutrition; consumer engagement; elder care; health disparities and equity; and military and veterans’ health.At Payformance, we don’t just accept difference - we celebrate, support, and thrive on it for the benefit of our employees, our clients, and our community. Payformance Solutions is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to, among other things, race, color, religion, sex, sexual orientation, gender identity, national origin, age, marital status, status as a protected veteran, or disability.To all recruitment agencies: Payformance does not accept agency resumes, we are not responsible for any fees related to unsolicited resumes."
62,Internship,Internship,"What variables are meaningful for studying the performance of our personalization algorithms? What is the role of Travoom.com’s social integration for helping users find content? What does a user’s visit behavior tell us about their engagement? The data scientist will be responsible for designing, developing and maintaining systems involving various techniques such as Artificial Intelligence, Machine Learning, Large Scale Data Mining, Network Analysis, Information Retrieval, and Probabilistic Modeling. These skills are required for finding anomalies in large data sets, Pattern Recognition, Language Processing and Mining structured, semi-structured and unstructured data. Each travoom user will have a personalized feed exacltylike Pinterest, daily emails exclusive to each user, what is the data we are collecting to personalize each user experience even when we hit 200MM users.Candidates initial role will be identifying viral loops and growth opportunities. Facebook, Instgarma and Pinterest integration, inviting friends, follow-up emails, identifying holes in the existing process. Identifying every possible growth opportunity the company has.If you are interested in solving such problems, and then defining some more of your own and solving them, and have the tech/analytical skills to back it up, let’s talk!Responsibilities VIRAL GROWTH Leverage data mining and machine learning approaches to model and predict end user behavior. Mine and analyze data, applying statistical methods as necessary, pertaining to customers’ discovery and viewing experiences to identify critical product insights. Proactively develop new metrics and studies to quantify the value of different aspects of product personalization, and set up ongoing reports to continually measure their performance. Translate analytic insights into concrete, actionable recommendations for business or product improvement. Drive efforts to enable product and engineering leaders to share your knowledge and insights through clear and concise communication, education, and data visualization.QualificationsRuthless passion for winning.CODING a huge PLUS Proficiency at querying relational databases (SQL) and experience independently working with and exploring data Great with numbers, tables, charts, trends – everything data. Strong skills in at least one of the following analytic tools: R, SAS, SPSS, Excel Good understanding of high-level product architecture and data flow patterns. Strong interpersonal and communication skills: ability to tell a clear, concise, actionable story with data, to people across various levels of the company. Pursuing BS or MS degree in Mathematics, Computer Science, Statistics, Operations Research, or other quantitative field.Additional Information Creative problem solver who can courageously propose and support new ideas to bring travel and adventure to more people worldwide.  Ability to adapt. An ideal candidate will welcome the opportunity to solve a broad range of problems using a wide array of technologies.  Comfortable with ambiguity, shifting priorities and general growth pains of an early-stage technology company  Exceptional entrepreneurial judgment that fosters independence over micro-management  Strong work ethic and ability to deliver high-quality results in a fast-paced work environment  Detail oriented and organized with superior analytical abilities  Excellent communication, presentation and interpersonal skills  Compensation will be a package of Salary, Bonus and Equity depending upon experience and quantifiable contributions to profitability  Part time help during fundraisingTravoom.com is located in beautiful Santa Monica, we are privately held and rapidly growing!"
63,Entry level,Full-time,"Requirements 2 years of experience in quantitative analysis or data science Strong problem-solving skills, with experience breaking down a large problem into smaller, solvable components Strong skills in SAS SQL. Strong skills in data exploration, analysis, and visualization with Python or R. Strong understanding of methods in statistical analysis (e.g., supervised machine learning methods, hypothesis testing, etc.) Experience with BI and data visualization tools like R, Shiny. Ability to initiate and drive projects to completion Experience with Decision Support Models. Excellent written and verbal communication skills with the ability to communicate the results of your work in meaningful ways Strong collaboration skills with both technical and non-technical groups"
64,Entry level,Full-time,"Requirements 2 years of experience in quantitative analysis or data science Strong problem-solving skills, with experience breaking down a large problem into smaller, solvable components Strong skills in SAS SQL. Strong skills in data exploration, analysis, and visualization with Python or R. Strong understanding of methods in statistical analysis (e.g., supervised machine learning methods, hypothesis testing, etc.) Experience with BI and data visualization tools like R, Shiny. Ability to initiate and drive projects to completion Experience with Decision Support Models. Excellent written and verbal communication skills with the ability to communicate the results of your work in meaningful ways Strong collaboration skills with both technical and non-technical groups"
65,Associate,Full-time,"Job DescriptionWe are expanding its technology and quant team to build disruptive new products to further revolutionize trading and investing. Our products are used by the largest investment firms globally, and we are recognised as an industry-leading innovator in big data analytics, AI and machine learning.We are a dynamic, technology-driven, and highly productive team of quants, developers and product designers. Deep collaboration with our clients and partners is key, and we benefit from great relationships with the most ground-breaking firms in the asset management industry, who help us to constantly push the limits of technology and analytics.We have a track record of hiring amazing people and giving them (industry veterans and recent grads alike) autonomy and responsibility from the start. You'll have the best tools and resources available to get the job done, and thrive in a collaborative environment where our teams are passionate about building great things.The right candidates will have both a strong mathematical background, and be highly adept technologically.Responsibilities Analyse unique proprietary data sets. Create, evaluate, and enhance mathematical models and streaming analytics pipelines. Write production code. Partner globally with other data scientists, quants, developers, product designers, clients and industry leaders to tackle the important problems faced by the world's largest asset managers.  SKILLS Bachelor's degree in Computer Science, Mathematics or related technical focus. 2&plus; years of relevant experience OR recent Master's or PhD grad in Computer Science, Mathematics or related field. Proficiency in a mainstream programming language, such as Python, C/C&plus;&plus;, C#, Java, JavaScript, Haskell or similar. A strong foundation in a STEM/numeric discipline. Familiarity with software development practices such as version control (git), test frameworks, code review tools, deployment configuration management, continuous integration. Experience with machine learning libraries/frameworks and methods Excellent communication skills and team orientation"
66,Internship,Internship,"Job DescriptionIn this role, you will be working in an interdisciplinary environment and will obtain invaluable transferable skills. Moreover, you will have a chance to highly impact the company success. Being aware of various sources of biases in the data and critical thinking skills are essential for interpreting data. We also want to see a passion for machine-learning and research. At least 6 month commitment is preferred.Responsibilities Automate data collection processes Undertake preprocessing of structured and unstructured data Report potential biases in the original source and the preprocessing approach Present information using data visualization techniques Collaborate with machine learning, experimental discovery, and clinical development teams."
67,Entry level,Full-time,"TROVE Customer Lifecycle Data ScientistIn this position you will collaborate on data science projects with disciplined consumer retail banking and consumer credit experts. Projects span the full consumer banking and consumer credit life-cycle - acquisition, activation, loyalty, attrition, and charge-off - at regional, super-regional and national market banking scales. You will drive the data science cycle per project - understanding business context, data exploration and feature engineering, statistical inference and machine learning, and client presentations. You will integrate a multiplicity of data sources - demographic, financial, property, lifestyle, psycho-graphic, banking and consumer transaction streams, and even weather and geo-spatial data. You will generate consumer segmentation, churn, and consumer lifetime value models, among many others. Your output will be integrated into real-time operational environments which drive the AI and machine learning revolution to TROVE banking & finance clients' operations.You will be a full-time employee of the TROVE Data Science team. This position will appeal to self-starters who welcome and excel in team-based, collaborative projects from conception to end-user hand off, providing an excellent Customer Experience throughout. The ability to simplify complex analyses to understandable concepts, applicable to management and operations staff is highly desired.Who You Are Hands-on experience using R/Python in multiple analytical applications Practical understanding of probability and inferential statistics Able to generate descriptive statistics and implement traditional statistical models, e.g., regression or uni-variate time series models Familiarity with implementing machine learning and deep learning models, including unsupervised, supervised, convolutional neural networks, and auto-encoders Extract and transform data from relational databases (Oracle/MySQL) Exposure to time-series databases and experience in mining (un)structured transaction data (OSI PI) is a plus Familiarity with parallel, multi-threaded, or cluster computing, Spark a plus Aptitude to communicate analysis and modeling results professionally to a technical and non-technical audiencesThe ideal candidate has a BS and MS or PhD in Computer Science/Math/Stats/Data Science. Work experience should consist of a proven track record of efficiently conducting and coordinating data analytics projects both independently and collaboratively over a 5+ year period. Exceptional educational or industry experience can offset any particular requirement. Backgrounds in diverse fields that complement data science (e.g. applied discipline expertise and statistics) is considered an asset. A broad background in the consumer retail banking and consumer credit sector is a plus!The mission at Trove is to make data useful. Large-scale service providers (e.g., utilities, mobile, banking & finance) possess oceans of data. The advent of new technologies, such as photovoltaics and electric vehicles, create new opportunities for load forecasting and customer propensity modeling in the utility industry. In banking & finance, large-scale institutions are delivering greater value to consumers by customized product and service offerings driven by data analytics. The mission of Trove Data Science team is to routinely deliver timely high-quality commercial-grade predictive analytics products and services."
68,Entry level,Full-time,"Machine learning data science Work Location Reporting Address Sunnyvale, CA 94085 Client Name Apple Inc Vendor Rate 65.00 Contract duration 3 Months Must Have Skills Data Science Machine learning Python Detailed Job Description Data Scientist with Machine learning and Deep learning skills. Experience in Python and R language. Minimum years of experience 5+ Certifications Needed No Top 3 responsibilities you would expect the Subcon to shoulder and execute Data Analysis Machine learning tools dev Client interfacing"
69,Associate,Full-time,"Job DescriptionØptimus Consulting, a data science and software company, is seeking a data science fellow in the Washington, DC area. Fellows with the Data Science & Predictive Analytics team will participate in all aspects of work at Øptimus. In an environment where ""long-term"" projects last one or two weeks, no two days are the same. You'll work on multiple projects: writing call scripts that are used in hundreds of thousands of calls, streamlining our current workflow, sitting in on meetings to offer your valuable insight, and creating statistical models to meet the needs of our clients, just to name a few. We'll match what you're good at with what you enjoy and what we need.Fellowships are intended for recent college graduates or those with graduate degrees looking to transition into data science. The fellowship is a twelve-month full-time position with an opportunity for a permanent job offer upon completion.Qualifications Must have a college degree in a STEM or social science field, or equivalent real-world experience. At least one course in statistics is required. Having courses or experience in machine learning, data mining, regression, generalized linear models, experimental design, and/or GIS is especially desired. A Masters or Doctorate Degree is a plus but not necessary. Must be able to learn quickly and juggle multiple projects with moving deadlines. Must have strong analytical skills. Must have killer Excel skills and be incredibly competent in Word and PowerPoint. Must have experience in R or Python. Experience with Tableau is a plus. A passion or knowledge for politics is preferred but not necessary. Experience with political campaigns, commercial operations, or similar efforts can be very helpful. Experience with computer programming is a plus. CompensationFellows with Øptimus are salaried W2 employees and have benefits, including health insurance, dental and vision insurance, transportation reimbursement, and cell phone reimbursement.CompanyØptimus Consulting is a family of statisticians, graphic designers, data scientists, programmers, social media marketing analysts, and recovering politicos. Since its founding in 2013, 0ptimus has been at the forefront of developing innovative data and analytics software platforms. 0ptimus has designed and delivered data-driven strategies for leading political campaigns, Fortune 500 companies, and non-profits around the globe.We handle a wide variety of projects and use many different technologies and programs to meet our clients' needs, so our culture here is one of constant learning and curiosity, while doing things the right way. We boast a two-floor office near the yellow and blue Metro lines, no cubicles, a nacho cheese machine, and kegerator. If you live by the ""work hard, play hard"" philosophy, then you'll be a great fit with the Øptimus team.vumS6HpHpp"
70,Entry level,Part-time,"About UsJust as the field of Data Science is growing and ever-changing, so is our team: we’re on the hunt for talented instructors who are passionate about what they do and want to make a difference in the education of the world’s up-and-coming data scientists — our students.The NYC Data Science Academy prides itself on housing the most comprehensive 12-week intensive boot camp in data science methodologies, providing theoretical, practical, and hands-on knowledge to our scholars. We nurture top talents in the industrial & academic world into industry-ready data scientists, by equipping them with knowledge, technical skills, and insights aiming at maximal impacts to the business world. We adapt faster than the quickest machine learning algorithms out there — with content that reflects research and application in the growing industry and teaching expertise which goes beyond extraordinary.That’s where you come in.From our part-time weekend/evening classes to our part-time online and full-time in-person boot camps, our courses are both designed in-house and taught by our robust team of data scientists and engineers. Instructors have the opportunity of taking part in corporate training and consulting client projects, building both data science and big data solutions. We encourage collaboration and positive change in not only our students and clients but also in our team. Nerding out is also highly encouraged.ResponsibilitiesTrain in-person or online boot camp students, the next generation of data scientists, on a wide range of topics ranging from statistics, probability, SQL, R/python coding, data analysis, machine learning, deep learning, and big data, etc. Topics in Big Data to include:Hadoop and MapReduce, HDFS, HiveApache HiveSparkSpark SQLSpark Machine LearningDockerDevelop, evaluate, and maintain cutting-edge technical content for training experiences relevant to audiences with a diverse set of educational backgrounds and industry experience.Tailoring teaching content for both corporate and client training.Guide and mentor our students inside and outside of the classroom for their industry-ready projects. Help to orient our students’ learning toward the target industries.Lead by example as a data scientist, to be an excellent role model for our industry-ready students. Cooperate with marketing/admission teams by participating in the student enrollment/admission procedure and by developing relevant content for them.Participate in periodic training workshops to sharpen the relevant skill-sets.About YouMinimum of a Master’s Degree in a Quantitative Science, Technology, Engineering, or Mathematics-related field; Computer Science and Statistics preferred.Proficiency in statistical computing/machine learning and/or programming in R and/or Python.Experience/extensive knowledge in R or Python data analysis.Teaching experience in undergraduate or graduate level coursework in STEM required.Demonstrated experience/knowledge of Statistics and Machine Learning from both theoretical and applied perspectives.Experience in developing a curriculum or providing training in a client-facing endeavor.A good sense of the relevance of academic data science to industrial applications.Forward thinking with a strong growth mentality, i.e. constantly strengthening yourself on all fronts relevant to the growth of our school.Passionate about teaching and helping your students succeed in their careers.A team player who can multitask if necessary and can step up to new challenges in a growing company.PerksCompetitive salary, adjustable hours, and flexible vacation policy.Benefits include 401k retirement plan and medical, dental, vision insurances.Opportunity to train, research, and learn in the field of data science on-the-job; a chance to interact with active data science communities through conferences, Meetup events, etc.Completely stocked snack pantry.High-quality computational equipment."
